#Insert size (bp)	insert size
1.0	76.0
2.0	6.0
3.0	13.0
4.0	3.0
5.0	120.0
6.0	2.0
7.0	10.0
8.0	2.0
9.0	1.0
10.0	4.0
11.0	4.0
13.0	2.0
14.0	3.0
15.0	2.0
16.0	1.0
17.0	2.0
18.0	2.0
19.0	1.0
21.0	1.0
24.0	1.0
26.0	1.0
27.0	2.0
30.0	2.0
31.0	1.0
32.0	1.0
34.0	1.0
35.0	1.0
43.0	3.0
44.0	2.0
45.0	1.0
46.0	1.0
47.0	19.0
48.0	3.0
49.0	2.0
50.0	2.0
52.0	1.0
53.0	5.0
54.0	3.0
55.0	2.0
57.0	4.0
58.0	2.0
59.0	3.0
61.0	4.0
62.0	2.0
63.0	4.0
64.0	9.0
65.0	4.0
66.0	2.0
67.0	5.0
68.0	5.0
69.0	2.0
70.0	1.0
72.0	6.0
73.0	3.0
74.0	1.0
76.0	1.0
77.0	3.0
78.0	1.0
79.0	2.0
81.0	1.0
83.0	1.0
85.0	2.0
86.0	3.0
87.0	1.0
88.0	3.0
89.0	5.0
90.0	1.0
91.0	3.0
92.0	4.0
93.0	1.0
94.0	2.0
95.0	9.0
96.0	6.0
97.0	4.0
98.0	2.0
99.0	20.0
100.0	12.0
101.0	5.0
102.0	2.0
103.0	13.0
104.0	23.0
105.0	6.0
106.0	7.0
107.0	4.0
108.0	4.0
109.0	5.0
110.0	6.0
111.0	4.0
112.0	4.0
113.0	5.0
114.0	35.0
115.0	2.0
116.0	6.0
117.0	5.0
118.0	5.0
119.0	3.0
120.0	1.0
121.0	5.0
122.0	4.0
123.0	5.0
124.0	6.0
125.0	6.0
126.0	9.0
127.0	6.0
128.0	5.0
129.0	5.0
130.0	5.0
131.0	9.0
132.0	19.0
133.0	4.0
134.0	4.0
135.0	2.0
136.0	22.0
137.0	7.0
138.0	9.0
139.0	4.0
140.0	4.0
141.0	9.0
142.0	5.0
143.0	8.0
144.0	7.0
145.0	1.0
146.0	1.0
147.0	4.0
148.0	7.0
149.0	12.0
150.0	5.0
151.0	12.0
152.0	7.0
153.0	2.0
154.0	3.0
155.0	99.0
156.0	8.0
157.0	3.0
158.0	4.0
159.0	9.0
160.0	5.0
161.0	3.0
162.0	4.0
163.0	5.0
164.0	7.0
165.0	5.0
166.0	2.0
167.0	5.0
168.0	4.0
169.0	13.0
170.0	8.0
171.0	2.0
172.0	1.0
173.0	1.0
174.0	17.0
175.0	7.0
176.0	2.0
177.0	4.0
178.0	3.0
179.0	10.0
180.0	1075.0
181.0	769.0
182.0	7.0
183.0	5.0
184.0	5.0
185.0	12.0
186.0	8.0
187.0	1058.0
188.0	5.0
189.0	5.0
190.0	4.0
191.0	965.0
192.0	5.0
193.0	8.0
194.0	2.0
195.0	11.0
196.0	935.0
197.0	12.0
198.0	933.0
199.0	990.0
200.0	19.0
201.0	6.0
202.0	6.0
203.0	49.0
204.0	6.0
205.0	14.0
206.0	3.0
207.0	13.0
208.0	27.0
209.0	11.0
210.0	8.0
211.0	8.0
212.0	13.0
213.0	17.0
214.0	11.0
215.0	41.0
216.0	4631.0
217.0	3977.0
218.0	3393.0
219.0	5102.0
220.0	1850.0
221.0	2737.0
222.0	5267.0
223.0	5085.0
224.0	1106.0
225.0	2172.0
226.0	2879.0
227.0	3572.0
228.0	1484.0
229.0	5001.0
230.0	3630.0
231.0	2591.0
232.0	1294.0
233.0	2688.0
234.0	8868.0
235.0	6119.0
236.0	5029.0
237.0	2823.0
238.0	4679.0
239.0	4556.0
240.0	10486.0
241.0	59.0
242.0	629.0
243.0	3.0
244.0	543.0
245.0	398.0
246.0	10.0
247.0	5.0
248.0	1.0
249.0	279.0
250.0	1001.0
251.0	15.0
252.0	32.0
253.0	1056.0
254.0	6.0
255.0	106.0
256.0	683.0
257.0	19.0
258.0	507.0
259.0	4.0
260.0	2.0
261.0	6.0
262.0	7.0
263.0	817.0
264.0	9.0
265.0	7.0
266.0	3.0
267.0	529.0
268.0	4.0
269.0	29.0
270.0	3693.0
271.0	934.0
272.0	2096.0
273.0	226.0
274.0	2288.0
275.0	1902.0
276.0	2080.0
277.0	785.0
278.0	1010.0
279.0	1415.0
280.0	466.0
281.0	910.0
282.0	265.0
283.0	1944.0
284.0	1402.0
285.0	1340.0
286.0	2309.0
287.0	1046.0
288.0	552.0
289.0	1064.0
290.0	591.0
291.0	1584.0
292.0	482.0
293.0	1018.0
294.0	1486.0
295.0	849.0
296.0	1632.0
297.0	1442.0
298.0	1355.0
299.0	2031.0
300.0	3348.0
301.0	15.0
302.0	5.0
304.0	6.0
305.0	2.0
306.0	9.0
307.0	373.0
308.0	308.0
309.0	19.0
310.0	246.0
311.0	31.0
312.0	6.0
313.0	16.0
314.0	17.0
315.0	1958.0
316.0	1278.0
317.0	598.0
318.0	643.0
319.0	150.0
320.0	679.0
321.0	682.0
322.0	959.0
323.0	262.0
324.0	428.0
325.0	708.0
326.0	1780.0
327.0	2006.0
328.0	1500.0
329.0	919.0
330.0	651.0
331.0	1214.0
332.0	291.0
333.0	45.0
334.0	1630.0
335.0	2477.0
336.0	378.0
337.0	466.0
338.0	734.0
339.0	1494.0
340.0	810.0
341.0	128.0
342.0	1125.0
343.0	419.0
344.0	394.0
345.0	1066.0
346.0	1344.0
347.0	951.0
348.0	1213.0
349.0	1093.0
350.0	2591.0
351.0	167.0
352.0	19.0
354.0	3.0
355.0	18.0
356.0	10.0
357.0	2.0
358.0	9.0
359.0	6.0
360.0	3.0
362.0	8.0
363.0	4.0
364.0	2.0
366.0	4.0
367.0	3.0
368.0	9.0
369.0	2.0
371.0	3.0
374.0	1.0
375.0	3.0
376.0	3.0
377.0	2.0
378.0	2.0
379.0	1.0
380.0	4.0
381.0	1.0
382.0	5.0
383.0	2.0
384.0	14.0
389.0	2.0
390.0	10.0
391.0	2.0
393.0	5.0
394.0	3.0
397.0	2.0
403.0	4.0
404.0	6.0
406.0	3.0
408.0	14.0
409.0	4.0
410.0	4.0
411.0	6.0
414.0	10.0
415.0	5.0
416.0	1.0
419.0	10.0
421.0	8.0
426.0	7.0
428.0	3.0
431.0	1.0
432.0	2.0
435.0	5.0
436.0	2.0
439.0	12.0
442.0	1.0
443.0	3.0
444.0	1.0
447.0	2.0
448.0	7.0
449.0	41.0
451.0	5.0
452.0	105.0
454.0	3.0
455.0	3.0
456.0	4.0
457.0	1.0
458.0	3.0
459.0	2.0
460.0	7.0
461.0	1.0
462.0	3.0
463.0	2.0
467.0	2.0
468.0	1.0
470.0	1.0
471.0	8.0
472.0	3.0
475.0	1.0
476.0	4.0
488.0	1.0
489.0	3.0
493.0	1.0
495.0	3.0
497.0	4.0
500.0	1.0
506.0	2.0
509.0	2.0
511.0	1.0
513.0	1.0
514.0	1.0
516.0	1.0
518.0	3.0
529.0	1.0
530.0	1.0
532.0	2.0
534.0	1.0
535.0	2.0
536.0	1.0
545.0	1.0
546.0	1.0
547.0	2.0
548.0	1.0
549.0	1.0
550.0	5.0
554.0	1.0
559.0	2.0
560.0	1.0
568.0	3.0
574.0	1.0
575.0	3.0
578.0	2.0
580.0	1.0
583.0	1.0
584.0	1.0
588.0	1.0
