#GC Content (%)	Sample	HUMAN (hg19)
1.0	7.452437479372719E-5	0.0
2.0	1.5969508884370112E-4	3.0E-6
3.0	1.3840241033120763E-4	3.0E-6
4.0	1.0646339256246741E-4	1.0E-5
5.0	8.517071404997392E-5	8.0E-6
6.0	1.277560710749609E-4	1.2000000000000002E-5
7.0	1.3840241033120763E-4	6.999999999999999E-6
8.0	2.129267851249348E-5	9.999999999999999E-6
9.0	7.452437479372719E-5	1.6E-5
10.0	1.277560710749609E-4	1.5000000000000002E-5
11.0	4.258535702498696E-5	1.9999999999999998E-5
12.0	3.193901776874022E-5	1.6E-5
13.0	6.387803553748044E-5	1.6E-5
14.0	4.258535702498696E-5	2.4999999999999998E-5
15.0	0.0	2.2000000000000003E-5
16.0	4.258535702498696E-5	2.6999999999999996E-5
17.0	1.064633925624674E-5	3.3E-5
18.0	4.258535702498696E-5	3.7000000000000005E-5
19.0	1.064633925624674E-5	4.7000000000000004E-5
20.0	3.193901776874022E-5	5.4999999999999995E-5
21.0	1.064633925624674E-5	6.400000000000001E-5
22.0	4.258535702498696E-5	9.3E-5
23.0	0.0	1.66E-4
24.0	5.32316962812337E-5	3.03E-4
25.0	2.0228044586868807E-4	7.059999999999999E-4
26.0	9.90109550830947E-4	0.0016020000000000001
27.0	0.002288962940093049	0.0033690000000000005
28.0	0.0034068285619989567	0.006167999999999999
29.0	0.0014266094603370629	0.010352
30.0	0.006994644891354108	0.015647
31.0	0.012104887734352544	0.022148
32.0	0.01113607086203409	0.028808
33.0	0.019621203249262743	0.035106000000000005
34.0	0.02683942126499803	0.041161
35.0	0.02994815232782208	0.047408
36.0	0.03499451713528303	0.052698999999999996
37.0	0.0434157714869742	0.057517000000000006
38.0	0.03907206507042553	0.061487999999999994
39.0	0.04219144247250583	0.063321
40.0	0.0486324777225351	0.060248
41.0	0.04358611291507415	0.055508
42.0	0.04118004024316239	0.051446000000000006
43.0	0.041424906046056066	0.048194
44.0	0.023251604935642885	0.044423
45.0	0.011583217110796453	0.040655000000000004
46.0	0.013361155766589658	0.03652
47.0	0.012190058448402515	0.032315
48.0	0.012094241395096295	0.028137999999999996
49.0	0.0217291784219996	0.02458
50.0	0.02370939752366149	0.020810000000000002
51.0	0.029543591436084704	0.017532
52.0	0.04241501559688701	0.014506999999999997
53.0	0.03041659125509694	0.012007
54.0	0.014819704244695461	0.010018
55.0	0.023198373239361643	0.008414999999999999
56.0	0.022783166008368026	0.007258
57.0	0.03124700571708418	0.006174999999999999
58.0	0.03487740740346432	0.005363000000000001
59.0	0.024486580289367503	0.0046159999999999994
60.0	0.0325032737493213	0.003946
61.0	0.033418858925358515	0.0034579999999999993
62.0	0.02759531135219155	0.002915
63.0	0.013957350764939475	0.0024610000000000005
64.0	0.01770486218313833	0.0019950000000000002
65.0	0.010593107559965507	0.0016779999999999998
66.0	0.011700326842615166	0.0013500000000000003
67.0	0.009081327385578469	0.001069
68.0	0.007282096051272769	8.119999999999999E-4
69.0	0.0035345846330739174	6.4E-4
70.0	0.00244865802893675	5.05E-4
71.0	0.0019056947268681662	4.0299999999999993E-4
72.0	5.323169628123369E-4	3.2E-4
73.0	2.342194636374283E-4	2.79E-4
74.0	6.387803553748044E-5	2.0700000000000002E-4
75.0	1.064633925624674E-5	2.0099999999999998E-4
76.0	0.0	1.54E-4
77.0	0.0	1.12E-4
78.0	1.064633925624674E-5	7.699999999999999E-5
79.0	0.0	6.3E-5
80.0	0.0	3.7E-5
81.0	0.0	2.8000000000000003E-5
82.0	0.0	1.6E-5
83.0	0.0	9.0E-6
84.0	1.064633925624674E-5	4.0E-6
85.0	0.0	0.0
86.0	0.0	1.0E-6
87.0	0.0	0.0
88.0	0.0	0.0
89.0	0.0	0.0
90.0	0.0	0.0
91.0	0.0	0.0
92.0	0.0	0.0
93.0	2.129267851249348E-5	0.0
94.0	2.129267851249348E-5	0.0
95.0	1.064633925624674E-5	0.0
96.0	5.32316962812337E-5	0.0
97.0	1.4904874958745438E-4	0.0
98.0	3.8326821322488266E-4	0.0
99.0	5.216706235560901E-4	0.0
100.0	0.0036091090078676446	0.0
