#Position (bp)	Coverage
4011823.0	0.4636549847357404
1.2035468E7	0.33459443931031346
2.0059113E7	0.10117708348263164
2.8082758E7	7.921586760132085E-4
3.6106403E7	0.0
4.4130048E7	6.991834758392227E-5
5.2153693E7	0.0
6.0177338E7	4.112843975524839E-6
6.8200983E7	4.112843975524839E-6
7.6224628E7	9.970530849757186E-6
8.4248273E7	0.09003489062639237
9.2271918E7	0.0
1.00295563E8	0.0
1.08319208E8	7.191245375387371E-5
1.16342853E8	3.988212339902875E-6
1.24366498E8	4.112843975524839E-6
1.32390143E8	0.0
1.40413788E8	0.1267269426800413
1.48437433E8	0.0785143161244048
1.56461078E8	3.427369979604033E-5
1.64484723E8	0.19242015318474334
1.72508368E8	4.362107246768769E-6
1.80532013E8	2.5923380209368684E-5
1.88555658E8	3.389980488917444E-5
1.96579303E8	2.0439588242002233E-5
2.04602948E8	1.5828217723989535E-5
2.12626593E8	0.0
2.20650238E8	8.225687951049678E-6
2.28673883E8	1.0518910046493831E-4
2.36697528E8	0.0
2.44721173E8	0.0
2.48844709E8	0.0
2.528565315E8	0.0
2.60768463E8	1.7273944697204327E-4
2.68792108E8	4.112843975524839E-6
2.76815753E8	1.6326744266477393E-4
2.84839398E8	0.055229387641153115
2.92863043E8	1.0469057392245046E-5
3.00886688E8	0.0
3.08910333E8	5.234528696122523E-6
3.16933978E8	4.337180919644376E-5
3.24957623E8	3.988212339902875E-6
3.32981268E8	4.736002153634664E-6
3.41004913E8	0.30046344273706027
3.49028558E8	9.222741036025397E-6
3.57052203E8	2.006569333513634E-5
3.65075848E8	4.237475611146805E-6
3.73099493E8	0.04036631730342008
3.81123138E8	5.483791967366453E-6
3.89146783E8	0.0
3.97170428E8	8.724214493537538E-6
4.05194073E8	2.9786960913649593E-5
4.13217718E8	3.988212339902875E-6
4.21241363E8	8.985940928343665E-5
4.29265008E8	0.0
4.37288653E8	0.0
4.45312298E8	1.5703586088367568E-5
4.53335943E8	7.97642467980575E-6
4.61359588E8	5.109897060500558E-6
4.69383233E8	7.72716140856182E-6
4.77406878E8	1.9442535157026513E-5
4.85430523E8	3.788801722907731E-5
4.902961485E8	0.0
4.94307971E8	0.0
5.01477813E8	3.938359685654089E-5
5.09501458E8	5.483791967366453E-6
5.17525103E8	0.0
5.25548748E8	6.156802799725063E-5
5.33572393E8	1.470653300339185E-5
5.41596038E8	0.06111524126503603
5.49619683E8	0.0
5.57643328E8	3.738949068658945E-6
5.65666973E8	7.22863486607396E-6
5.73690618E8	0.0
5.81714263E8	0.0
5.89737908E8	0.0
5.97761553E8	7.353266501695925E-5
6.05785198E8	0.0
6.13808843E8	3.738949068658945E-6
6.21832488E8	0.13192969030908022
6.29856133E8	0.0
6.37879778E8	0.0
6.45903423E8	0.16539353373684904
6.53927068E8	6.231581781098242E-6
6.61950713E8	0.0
6.69974358E8	3.988212339902875E-6
6.77998003E8	1.6077480995233462E-5
6.85727668E8	3.963320124507695E-4
6.897394905E8	0.0
6.94045293E8	0.42082445073280283
7.02068938E8	0.0
7.10092583E8	1.2587795197818448E-5
7.18116228E8	3.738949068658945E-6
7.26139873E8	4.985265424878593E-6
7.34163518E8	9.347372671647362E-6
7.42187163E8	1.9442535157026513E-5
7.50210808E8	1.6451375902099357E-5
7.58234453E8	0.0
7.66258098E8	1.2961690104684342E-5
7.74281743E8	8.47495122229361E-6
7.82305388E8	4.860633789256628E-6
7.90329033E8	0.0
7.98352678E8	1.2837058469062377E-5
8.06376323E8	4.860633789256628E-6
8.14399968E8	3.738949068658945E-6
8.22423613E8	2.4303168946283142E-5
8.30447258E8	0.0
8.38470903E8	8.013814170492339E-5
8.46494548E8	4.237475611146805E-6
8.54518193E8	1.0095162485379151E-5
8.62541838E8	0.0
8.70565483E8	1.4208006460903991E-5
8.771186855E8	9.837175078107171E-6
8.81130508E8	1.6389624211759384E-4
8.86612773E8	0.04170000043621072
8.94636418E8	0.0
9.02660063E8	1.8071587165184902E-5
9.10683708E8	3.813728050032124E-5
9.18707353E8	1.7323797351453113E-5
9.26730998E8	0.0
9.34754643E8	2.4215926801347766E-4
9.42778288E8	4.860633789256628E-6
9.50801933E8	1.3460216647172202E-5
9.58825578E8	7.839329880621587E-5
9.66849223E8	1.0469057392245046E-5
9.74872868E8	5.982318509854312E-6
9.82896513E8	4.985265424878593E-6
9.90920158E8	4.736002153634664E-6
9.98943803E8	4.486738882390734E-6
1.006967448E9	1.8944008614538655E-5
1.014991093E9	6.80488730495928E-5
1.023014738E9	5.3466971681822914E-5
1.031038383E9	5.994781673416508E-5
1.039062028E9	4.736002153634664E-6
1.047085673E9	0.0
1.055109318E9	2.4726916507397824E-4
1.0601597325E9	0.0
1.064171555E9	9.215565358958884E-5
