#Coverage	Number of genomic locations
0.0	3.209274731E9
1.0	11654.0
2.0	13130.0
3.0	1256.0
4.0	4490.0
5.0	495.0
6.0	2946.0
7.0	934.0
8.0	2024.0
9.0	1766.0
10.0	1596.0
11.0	845.0
12.0	1403.0
13.0	769.0
14.0	1265.0
15.0	376.0
16.0	1442.0
17.0	707.0
18.0	2216.0
19.0	956.0
20.0	1505.0
21.0	581.0
22.0	1015.0
23.0	1138.0
24.0	797.0
25.0	908.0
26.0	965.0
27.0	556.0
28.0	1600.0
29.0	1135.0
30.0	1563.0
31.0	627.0
32.0	1237.0
33.0	812.0
34.0	1336.0
35.0	962.0
36.0	1022.0
37.0	834.0
38.0	2139.0
39.0	645.0
40.0	1795.0
41.0	787.0
42.0	1852.0
43.0	644.0
44.0	884.0
45.0	1562.0
46.0	1922.0
47.0	720.0
48.0	1001.0
49.0	592.0
50.0	1646.0
51.0	971.0
52.0	1894.0
53.0	1062.0
54.0	1121.0
55.0	974.0
56.0	1756.0
57.0	1249.0
58.0	1060.0
59.0	518.0
60.0	2078.0
61.0	656.0
62.0	843.0
63.0	799.0
64.0	1353.0
65.0	815.0
66.0	598.0
67.0	484.0
68.0	1270.0
69.0	896.0
70.0	1833.0
71.0	726.0
72.0	1350.0
73.0	499.0
74.0	1140.0
75.0	279.0
76.0	936.0
77.0	980.0
78.0	1770.0
79.0	804.0
80.0	566.0
81.0	926.0
82.0	1733.0
83.0	621.0
84.0	1296.0
85.0	578.0
86.0	893.0
87.0	863.0
88.0	1612.0
89.0	638.0
90.0	617.0
91.0	1117.0
92.0	995.0
93.0	346.0
94.0	800.0
95.0	484.0
96.0	579.0
97.0	134.0
98.0	992.0
99.0	705.0
100.0	1206.0
101.0	460.0
102.0	599.0
103.0	302.0
104.0	558.0
105.0	351.0
106.0	814.0
107.0	695.0
108.0	1020.0
109.0	396.0
110.0	1136.0
111.0	810.0
112.0	705.0
113.0	391.0
114.0	553.0
115.0	454.0
116.0	712.0
117.0	398.0
118.0	442.0
119.0	353.0
120.0	679.0
121.0	177.0
122.0	719.0
123.0	317.0
124.0	292.0
125.0	77.0
126.0	324.0
127.0	241.0
128.0	218.0
129.0	572.0
130.0	552.0
131.0	269.0
132.0	332.0
133.0	205.0
134.0	184.0
135.0	195.0
136.0	412.0
137.0	362.0
138.0	231.0
139.0	256.0
140.0	314.0
141.0	43.0
142.0	275.0
143.0	129.0
144.0	387.0
145.0	302.0
146.0	214.0
147.0	515.0
148.0	150.0
149.0	393.0
150.0	270.0
151.0	332.0
152.0	232.0
153.0	271.0
154.0	241.0
155.0	191.0
156.0	434.0
157.0	34.0
158.0	280.0
159.0	116.0
160.0	255.0
161.0	162.0
162.0	113.0
163.0	204.0
164.0	119.0
165.0	284.0
166.0	221.0
167.0	140.0
168.0	275.0
169.0	107.0
170.0	282.0
171.0	470.0
172.0	389.0
173.0	450.0
174.0	350.0
175.0	172.0
176.0	643.0
177.0	282.0
178.0	107.0
179.0	185.0
180.0	34.0
181.0	84.0
182.0	399.0
183.0	22.0
184.0	93.0
185.0	90.0
186.0	192.0
187.0	203.0
188.0	94.0
189.0	131.0
190.0	47.0
191.0	86.0
192.0	138.0
193.0	189.0
194.0	49.0
195.0	328.0
196.0	504.0
197.0	105.0
198.0	394.0
199.0	77.0
200.0	30.0
201.0	129.0
202.0	303.0
203.0	212.0
204.0	68.0
205.0	105.0
206.0	216.0
207.0	171.0
208.0	242.0
209.0	233.0
210.0	561.0
211.0	241.0
212.0	290.0
213.0	247.0
214.0	205.0
215.0	123.0
216.0	62.0
217.0	108.0
218.0	124.0
219.0	110.0
220.0	470.0
221.0	320.0
222.0	420.0
223.0	119.0
224.0	78.0
225.0	128.0
226.0	83.0
227.0	127.0
228.0	8.0
229.0	75.0
230.0	51.0
231.0	113.0
232.0	119.0
233.0	95.0
234.0	87.0
235.0	142.0
236.0	114.0
237.0	270.0
238.0	101.0
239.0	130.0
240.0	206.0
241.0	48.0
242.0	51.0
243.0	101.0
244.0	131.0
245.0	3.0
247.0	5.0
248.0	23.0
249.0	33.0
250.0	127.0
251.0	117.0
252.0	132.0
253.0	21.0
254.0	31.0
255.0	2.0
256.0	30.0
257.0	23.0
258.0	179.0
259.0	87.0
260.0	243.0
261.0	85.0
262.0	72.0
263.0	42.0
264.0	112.0
265.0	19.0
266.0	45.0
267.0	94.0
268.0	129.0
269.0	112.0
270.0	173.0
271.0	330.0
272.0	238.0
273.0	49.0
274.0	53.0
275.0	60.0
276.0	13.0
277.0	86.0
278.0	131.0
279.0	96.0
280.0	40.0
281.0	4.0
282.0	36.0
283.0	131.0
284.0	86.0
285.0	189.0
286.0	105.0
287.0	274.0
288.0	25.0
289.0	5.0
290.0	16.0
291.0	65.0
292.0	117.0
293.0	151.0
294.0	132.0
295.0	75.0
296.0	4.0
297.0	15.0
298.0	70.0
299.0	34.0
300.0	51.0
301.0	92.0
302.0	12.0
303.0	57.0
304.0	41.0
305.0	43.0
306.0	11.0
307.0	8.0
308.0	31.0
309.0	9.0
310.0	19.0
311.0	7.0
312.0	28.0
313.0	25.0
314.0	149.0
315.0	36.0
316.0	221.0
317.0	64.0
318.0	79.0
319.0	18.0
320.0	27.0
321.0	83.0
322.0	8.0
323.0	36.0
325.0	1.0
326.0	9.0
327.0	4.0
328.0	2.0
329.0	6.0
330.0	127.0
331.0	40.0
332.0	34.0
333.0	35.0
334.0	50.0
335.0	2.0
336.0	47.0
337.0	117.0
338.0	99.0
339.0	221.0
340.0	2.0
341.0	21.0
342.0	216.0
343.0	112.0
344.0	45.0
345.0	16.0
346.0	9.0
347.0	11.0
348.0	120.0
349.0	168.0
351.0	55.0
352.0	3.0
353.0	6.0
357.0	12.0
358.0	3.0
359.0	4.0
360.0	1.0
361.0	23.0
363.0	5.0
364.0	2.0
366.0	3.0
