#Mapping quality	mapping quality
0.0	70760.0
1.0	2503.0
2.0	2010.0
3.0	4531.0
4.0	1572.0
5.0	2546.0
6.0	1448.0
7.0	932.0
8.0	1162.0
9.0	1017.0
10.0	671.0
11.0	828.0
12.0	753.0
13.0	410.0
14.0	510.0
15.0	666.0
16.0	881.0
17.0	1637.0
18.0	732.0
19.0	435.0
20.0	277.0
21.0	308.0
22.0	346.0
23.0	168.0
24.0	400.0
25.0	364.0
26.0	384.0
27.0	760.0
28.0	147.0
29.0	107.0
30.0	300.0
31.0	284.0
32.0	295.0
33.0	29.0
34.0	180.0
35.0	133.0
36.0	129.0
37.0	607.0
38.0	19.0
39.0	162.0
40.0	928.0
41.0	82.0
42.0	1159.0
43.0	476.0
44.0	354.0
45.0	2171.0
46.0	230.0
48.0	331.0
49.0	252.0
50.0	441.0
51.0	192.0
52.0	68.0
53.0	165.0
54.0	291.0
55.0	740.0
56.0	420.0
57.0	905.0
58.0	1312.0
59.0	85520.0
60.0	85065.0
