#Insert size (bp)	insert size
1.0	201.0
2.0	26.0
3.0	26.0
4.0	5.0
5.0	71.0
6.0	13.0
7.0	11.0
8.0	8.0
9.0	12.0
10.0	7.0
11.0	9.0
12.0	7.0
13.0	3.0
14.0	2.0
15.0	4.0
16.0	1.0
17.0	2.0
18.0	1.0
19.0	3.0
20.0	3.0
21.0	3.0
22.0	4.0
23.0	7.0
24.0	4.0
25.0	2.0
26.0	2.0
27.0	1.0
28.0	2.0
29.0	1.0
30.0	4.0
31.0	3.0
32.0	3.0
33.0	3.0
35.0	1.0
36.0	2.0
38.0	3.0
39.0	5.0
40.0	4.0
41.0	3.0
42.0	5.0
43.0	2.0
44.0	2.0
45.0	4.0
46.0	4.0
47.0	28.0
48.0	8.0
49.0	3.0
50.0	3.0
51.0	8.0
52.0	5.0
53.0	8.0
54.0	6.0
55.0	6.0
56.0	11.0
57.0	15.0
58.0	8.0
59.0	9.0
60.0	6.0
61.0	12.0
62.0	9.0
63.0	10.0
64.0	14.0
65.0	8.0
66.0	5.0
67.0	12.0
68.0	10.0
69.0	10.0
70.0	14.0
71.0	13.0
72.0	9.0
73.0	14.0
74.0	6.0
75.0	6.0
76.0	9.0
77.0	8.0
78.0	10.0
79.0	8.0
80.0	8.0
81.0	8.0
82.0	4.0
83.0	10.0
84.0	10.0
85.0	8.0
86.0	6.0
87.0	8.0
88.0	7.0
89.0	6.0
90.0	8.0
91.0	15.0
92.0	8.0
93.0	13.0
94.0	18.0
95.0	22.0
96.0	15.0
97.0	16.0
98.0	14.0
99.0	52.0
100.0	47.0
101.0	19.0
102.0	10.0
103.0	16.0
104.0	63.0
105.0	24.0
106.0	29.0
107.0	15.0
108.0	14.0
109.0	14.0
110.0	16.0
111.0	21.0
112.0	25.0
113.0	17.0
114.0	45.0
115.0	15.0
116.0	52.0
117.0	31.0
118.0	34.0
119.0	22.0
120.0	28.0
121.0	33.0
122.0	22.0
123.0	13.0
124.0	25.0
125.0	13.0
126.0	35.0
127.0	24.0
128.0	24.0
129.0	13.0
130.0	18.0
131.0	19.0
132.0	39.0
133.0	11.0
134.0	13.0
135.0	24.0
136.0	51.0
137.0	42.0
138.0	32.0
139.0	28.0
140.0	20.0
141.0	26.0
142.0	21.0
143.0	13.0
144.0	19.0
145.0	17.0
146.0	14.0
147.0	27.0
148.0	35.0
149.0	40.0
150.0	40.0
151.0	73.0
152.0	17.0
153.0	24.0
154.0	18.0
155.0	39.0
156.0	18.0
157.0	11.0
158.0	18.0
159.0	29.0
160.0	8.0
161.0	15.0
162.0	18.0
163.0	25.0
164.0	17.0
165.0	30.0
166.0	20.0
167.0	21.0
168.0	19.0
169.0	54.0
170.0	24.0
171.0	17.0
172.0	15.0
173.0	29.0
174.0	26.0
175.0	26.0
176.0	19.0
177.0	27.0
178.0	20.0
179.0	40.0
180.0	8262.0
181.0	3462.0
182.0	30.0
183.0	26.0
184.0	27.0
185.0	30.0
186.0	53.0
187.0	6255.0
188.0	38.0
189.0	21.0
190.0	36.0
191.0	5630.0
192.0	22.0
193.0	34.0
194.0	17.0
195.0	36.0
196.0	7191.0
197.0	51.0
198.0	4842.0
199.0	6411.0
200.0	59.0
201.0	14.0
