#Mapping quality	mapping quality
0.0	91997.0
1.0	2939.0
2.0	2343.0
3.0	5195.0
4.0	2139.0
5.0	2970.0
6.0	2670.0
7.0	1078.0
8.0	824.0
9.0	1681.0
10.0	1091.0
11.0	852.0
12.0	779.0
13.0	643.0
14.0	950.0
15.0	644.0
16.0	1109.0
17.0	1591.0
18.0	873.0
19.0	336.0
20.0	516.0
21.0	247.0
22.0	600.0
23.0	253.0
24.0	389.0
25.0	1601.0
26.0	1123.0
27.0	1270.0
28.0	392.0
29.0	514.0
30.0	398.0
31.0	701.0
32.0	160.0
33.0	224.0
34.0	514.0
35.0	154.0
36.0	123.0
37.0	275.0
38.0	209.0
39.0	332.0
40.0	618.0
41.0	988.0
42.0	772.0
43.0	581.0
44.0	802.0
45.0	2098.0
46.0	377.0
47.0	564.0
48.0	284.0
49.0	426.0
50.0	365.0
51.0	525.0
52.0	435.0
53.0	472.0
54.0	231.0
55.0	346.0
56.0	779.0
57.0	837.0
58.0	1614.0
59.0	93346.0
60.0	270236.0
