#Coverage	Number of genomic locations
0.0	3.209301676E9
1.0	5402.0
2.0	7651.0
3.0	2418.0
4.0	4592.0
5.0	2790.0
6.0	4665.0
7.0	2772.0
8.0	5006.0
9.0	2028.0
10.0	5451.0
11.0	2987.0
12.0	5226.0
13.0	2414.0
14.0	6263.0
15.0	1725.0
16.0	5338.0
17.0	1413.0
18.0	4256.0
19.0	1581.0
20.0	5193.0
21.0	1388.0
22.0	5433.0
23.0	1659.0
24.0	3649.0
25.0	1049.0
26.0	4153.0
27.0	1505.0
28.0	2248.0
29.0	1128.0
30.0	2942.0
31.0	711.0
32.0	3547.0
33.0	757.0
34.0	1810.0
35.0	835.0
36.0	2362.0
37.0	850.0
38.0	2748.0
39.0	925.0
40.0	2494.0
41.0	514.0
42.0	1941.0
43.0	1096.0
44.0	1534.0
45.0	598.0
46.0	1495.0
47.0	462.0
48.0	1203.0
49.0	257.0
50.0	1358.0
51.0	406.0
52.0	1247.0
53.0	732.0
54.0	1846.0
55.0	319.0
56.0	844.0
57.0	682.0
58.0	877.0
59.0	153.0
60.0	588.0
61.0	526.0
62.0	851.0
63.0	473.0
64.0	455.0
65.0	577.0
66.0	310.0
67.0	106.0
68.0	91.0
69.0	145.0
70.0	241.0
71.0	185.0
72.0	690.0
73.0	236.0
74.0	374.0
75.0	250.0
76.0	216.0
77.0	197.0
78.0	600.0
79.0	307.0
80.0	422.0
81.0	354.0
82.0	245.0
83.0	337.0
84.0	291.0
85.0	42.0
86.0	230.0
87.0	237.0
88.0	294.0
89.0	67.0
90.0	432.0
91.0	351.0
92.0	114.0
93.0	92.0
94.0	160.0
95.0	209.0
96.0	193.0
97.0	78.0
98.0	169.0
99.0	128.0
100.0	236.0
101.0	114.0
102.0	229.0
103.0	398.0
104.0	58.0
105.0	13.0
106.0	159.0
107.0	165.0
108.0	185.0
109.0	7.0
110.0	178.0
111.0	80.0
112.0	149.0
113.0	4.0
114.0	3.0
115.0	13.0
116.0	84.0
117.0	49.0
118.0	5.0
119.0	121.0
120.0	131.0
121.0	135.0
122.0	108.0
123.0	1.0
124.0	66.0
126.0	92.0
127.0	10.0
128.0	137.0
129.0	92.0
131.0	3.0
132.0	87.0
133.0	44.0
134.0	68.0
135.0	3.0
136.0	151.0
137.0	26.0
138.0	119.0
139.0	5.0
140.0	126.0
141.0	52.0
142.0	55.0
144.0	4.0
145.0	34.0
146.0	124.0
147.0	75.0
148.0	6.0
149.0	6.0
150.0	93.0
151.0	1.0
152.0	98.0
153.0	1.0
157.0	5.0
158.0	24.0
159.0	92.0
160.0	82.0
161.0	1.0
162.0	1.0
163.0	1.0
164.0	108.0
165.0	1.0
169.0	4.0
170.0	5.0
171.0	7.0
172.0	20.0
173.0	109.0
174.0	170.0
176.0	1.0
177.0	4.0
178.0	12.0
179.0	46.0
180.0	87.0
182.0	1.0
183.0	10.0
184.0	14.0
185.0	18.0
186.0	17.0
187.0	150.0
192.0	1.0
193.0	2.0
194.0	3.0
195.0	18.0
196.0	90.0
197.0	38.0
210.0	2.0
211.0	9.0
212.0	105.0
