#Mapping quality	mapping quality
0.0	24689.0
1.0	479.0
2.0	716.0
3.0	3608.0
4.0	283.0
5.0	1357.0
6.0	458.0
7.0	111.0
8.0	648.0
9.0	85.0
10.0	477.0
11.0	316.0
12.0	247.0
13.0	303.0
14.0	205.0
15.0	132.0
16.0	462.0
17.0	859.0
18.0	147.0
19.0	279.0
20.0	187.0
21.0	176.0
22.0	184.0
24.0	595.0
25.0	155.0
26.0	35.0
27.0	670.0
28.0	421.0
29.0	8.0
30.0	362.0
31.0	5.0
32.0	50.0
33.0	51.0
34.0	119.0
35.0	2.0
36.0	148.0
37.0	100.0
38.0	18.0
39.0	34.0
40.0	228.0
41.0	244.0
42.0	603.0
43.0	391.0
44.0	174.0
45.0	2151.0
46.0	21.0
47.0	43.0
48.0	121.0
49.0	164.0
50.0	365.0
51.0	335.0
52.0	156.0
53.0	369.0
54.0	331.0
55.0	435.0
56.0	785.0
57.0	479.0
58.0	1805.0
59.0	24185.0
60.0	171058.0
