#Insert size (bp)	insert size
1.0	1049.0
2.0	105.0
3.0	182.0
4.0	33.0
5.0	517.0
6.0	25.0
7.0	59.0
8.0	38.0
9.0	14.0
10.0	20.0
11.0	17.0
12.0	21.0
13.0	31.0
14.0	15.0
15.0	12.0
16.0	19.0
17.0	10.0
18.0	12.0
19.0	13.0
20.0	31.0
21.0	12.0
22.0	15.0
23.0	17.0
24.0	27.0
25.0	5.0
26.0	13.0
27.0	12.0
28.0	7.0
29.0	14.0
30.0	11.0
31.0	13.0
32.0	11.0
33.0	10.0
34.0	17.0
35.0	14.0
36.0	11.0
37.0	9.0
38.0	11.0
39.0	18.0
40.0	16.0
41.0	12.0
42.0	14.0
43.0	14.0
44.0	24.0
45.0	17.0
46.0	12.0
47.0	16.0
48.0	19.0
49.0	17.0
50.0	17.0
51.0	20.0
52.0	24.0
53.0	19.0
54.0	22.0
55.0	22.0
56.0	23.0
57.0	31.0
58.0	27.0
59.0	26.0
60.0	33.0
61.0	22.0
62.0	30.0
63.0	39.0
64.0	33.0
65.0	19.0
66.0	32.0
67.0	28.0
68.0	36.0
69.0	39.0
70.0	27.0
71.0	22.0
72.0	30.0
73.0	24.0
74.0	23.0
75.0	18.0
76.0	23.0
77.0	18.0
78.0	21.0
79.0	22.0
80.0	25.0
81.0	14.0
82.0	20.0
83.0	16.0
84.0	16.0
85.0	14.0
86.0	22.0
87.0	17.0
88.0	16.0
89.0	17.0
90.0	20.0
91.0	23.0
92.0	24.0
93.0	19.0
94.0	23.0
95.0	27.0
96.0	57.0
97.0	58.0
98.0	48.0
99.0	383.0
100.0	209.0
101.0	76.0
102.0	37.0
103.0	97.0
104.0	132.0
105.0	65.0
106.0	41.0
107.0	48.0
108.0	47.0
109.0	44.0
110.0	39.0
111.0	45.0
112.0	58.0
113.0	58.0
114.0	419.0
115.0	47.0
116.0	72.0
117.0	60.0
118.0	61.0
119.0	28.0
120.0	56.0
121.0	65.0
122.0	94.0
123.0	64.0
124.0	35.0
125.0	39.0
126.0	83.0
127.0	67.0
128.0	48.0
129.0	39.0
130.0	60.0
131.0	77.0
132.0	26.0
133.0	37.0
134.0	33.0
135.0	61.0
136.0	161.0
137.0	70.0
138.0	90.0
139.0	78.0
140.0	59.0
141.0	59.0
142.0	38.0
143.0	68.0
144.0	94.0
145.0	35.0
146.0	41.0
147.0	49.0
148.0	70.0
149.0	59.0
150.0	66.0
151.0	102.0
152.0	72.0
153.0	52.0
154.0	72.0
155.0	1350.0
156.0	73.0
157.0	31.0
158.0	65.0
159.0	99.0
160.0	59.0
161.0	31.0
162.0	55.0
163.0	57.0
164.0	54.0
165.0	84.0
166.0	47.0
167.0	66.0
168.0	77.0
169.0	421.0
170.0	42.0
171.0	72.0
172.0	59.0
173.0	80.0
174.0	113.0
175.0	87.0
176.0	83.0
177.0	117.0
178.0	53.0
179.0	79.0
180.0	11714.0
181.0	7632.0
182.0	85.0
183.0	44.0
184.0	55.0
185.0	86.0
186.0	123.0
187.0	10919.0
188.0	78.0
189.0	64.0
190.0	77.0
191.0	6401.0
192.0	55.0
193.0	88.0
194.0	85.0
195.0	86.0
196.0	10883.0
197.0	88.0
198.0	7749.0
199.0	11216.0
200.0	132.0
201.0	45.0
202.0	69.0
203.0	509.0
204.0	69.0
205.0	64.0
206.0	82.0
207.0	162.0
208.0	282.0
209.0	114.0
210.0	125.0
211.0	151.0
212.0	104.0
213.0	180.0
214.0	147.0
215.0	361.0
216.0	52286.0
217.0	33981.0
218.0	31546.0
219.0	36282.0
220.0	16103.0
221.0	36416.0
222.0	41996.0
223.0	49423.0
224.0	6387.0
225.0	17473.0
226.0	42934.0
227.0	32451.0
228.0	19337.0
229.0	57035.0
230.0	40585.0
231.0	30598.0
232.0	13976.0
233.0	28658.0
234.0	99269.0
235.0	53515.0
236.0	64818.0
237.0	36348.0
238.0	47266.0
239.0	49079.0
240.0	106166.0
241.0	1111.0
242.0	6038.0
243.0	52.0
244.0	4139.0
245.0	7282.0
246.0	229.0
247.0	38.0
248.0	80.0
249.0	13717.0
250.0	8067.0
251.0	136.0
252.0	240.0
