#Position (bp)	Coverage
4011823.0	4.529833012303012
1.2035468E7	2.1967533458920476
2.0059113E7	0.9601523995640385
2.8082758E7	5.752996300309897E-4
3.6106403E7	3.6841111489852805E-4
4.4130048E7	3.502148960977212E-5
5.2153693E7	2.2059799505087775E-5
6.0177338E7	6.0197080005409015E-5
6.8200983E7	5.5336446216152386E-5
7.6224628E7	2.8042118014942088E-5
8.4248273E7	0.6104451281182056
9.2271918E7	1.395874318966006E-5
1.00295563E8	1.2276216108763537E-4
1.08319208E8	1.0481520555807243E-4
1.16342853E8	5.0600444062517724E-5
1.24366498E8	1.1964637019708624E-5
1.32390143E8	0.0
1.40413788E8	0.6023258755839771
1.48437433E8	0.4549217967644381
1.56461078E8	2.674594900447365E-4
1.64484723E8	1.906551448873922
1.72508368E8	4.698612662948074E-5
1.80532013E8	2.6172643480612615E-5
1.88555658E8	5.296844513933505E-5
1.96579303E8	1.3173563885241683E-4
2.04602948E8	2.4926327124392968E-5
2.12626593E8	2.8789907828673877E-5
2.20650238E8	6.368676580282403E-5
2.28673883E8	4.373324093974746E-4
2.36697528E8	3.1282540541113175E-5
2.44721173E8	5.708128911485989E-5
2.48844709E8	7.832535906582463E-4
2.528565315E8	1.4743177690674799E-5
2.60768463E8	1.0469057392245046E-4
2.68792108E8	7.216171702511764E-5
2.76815753E8	2.850325506674336E-4
2.84839398E8	0.21496003375024691
2.92863043E8	1.1353942005160996E-4
3.00886688E8	3.7464269667962627E-4
3.08910333E8	4.474275718828537E-5
3.16933978E8	1.4332638096525955E-4
3.24957623E8	2.6172643480612615E-5
3.32981268E8	4.873096952818825E-5
3.41004913E8	2.0705604497706465
3.49028558E8	1.286198479618677E-4
3.57052203E8	1.484362780257601E-4
3.65075848E8	4.623833681574895E-5
3.73099493E8	0.4430561172634133
3.81123138E8	1.084295229911094E-4
3.89146783E8	7.452971810193496E-5
3.97170428E8	6.219118617536045E-5
4.05194073E8	2.3505526478302566E-4
4.13217718E8	4.9852654248785935E-5
4.21241363E8	3.9321281038729903E-4
4.29265008E8	3.1407172176735135E-5
4.37288653E8	7.241098029636156E-5
4.45312298E8	9.010867255468057E-5
4.53335943E8	9.571709615766899E-5
4.61359588E8	2.5923380209368684E-5
4.69383233E8	2.2171967977147543E-4
4.77406878E8	3.783816457482852E-4
4.85430523E8	4.85440220747553E-4
4.902961485E8	8.538269366586906E-4
4.94307971E8	3.372366763409789E-5
5.01477813E8	1.399613268034665E-4
5.09501458E8	6.418529234531188E-5
5.17525103E8	8.911161946970486E-5
5.25548748E8	8.724214493537538E-5
5.33572393E8	1.230114243588793E-4
5.41596038E8	0.5876888870332623
5.49619683E8	1.0818025971986547E-4
5.57643328E8	2.9288434371161735E-5
5.65666973E8	4.5739810273261095E-5
5.73690618E8	5.321770841057898E-5
5.81714263E8	4.9603390977542E-5
5.89737908E8	3.103327726986924E-5
5.97761553E8	2.0314956606380266E-5
6.05785198E8	2.891453946429584E-5
6.13808843E8	1.6214575794417624E-4
6.21832488E8	1.5176976299425011
6.29856133E8	5.433939313117666E-5
6.37879778E8	1.1715373748464695E-5
6.45903423E8	1.3500229633788634
6.53927068E8	3.7514122322211415E-5
6.61950713E8	2.5175590395636895E-5
6.69974358E8	4.549054700201716E-5
6.77998003E8	3.6766332508479626E-5
6.85727668E8	4.949106908105978E-5
6.897394905E8	1.7688278114157425E-4
6.94045293E8	2.926456616662377
7.02068938E8	1.1964637019708624E-5
7.10092583E8	3.6778795672041823E-4
7.18116228E8	2.9288434371161735E-5
7.26139873E8	7.552677118691069E-5
7.34163518E8	3.8885070314053026E-5
7.42187163E8	1.3024005922495326E-4
7.50210808E8	9.472004307269327E-5
7.58234453E8	3.86358070428091E-5
7.66258098E8	8.113519478989911E-5
7.74281743E8	1.5902996705362713E-4
7.82305388E8	9.771120232762042E-5
7.90329033E8	4.6612231722614845E-5
7.98352678E8	2.9288434371161735E-5
8.06376323E8	2.966232927802763E-5
8.14399968E8	2.891453946429584E-5
8.22423613E8	2.566165377456256E-4
8.30447258E8	3.4772226338528186E-5
8.38470903E8	2.952523447884347E-4
8.46494548E8	3.606839534899662E-4
8.54518193E8	1.1877394874773249E-4
8.62541838E8	1.6326744266477393E-5
8.70565483E8	7.976424679805749E-5
8.771186855E8	1.3949114260755968E-4
8.81130508E8	2.0129994882492856E-4
8.86612773E8	0.40075152876280046
8.94636418E8	7.639919263626444E-5
9.02660063E8	3.36505416179305E-5
9.10683708E8	5.134823387624951E-5
9.18707353E8	4.399496737455358E-5
9.26730998E8	8.599582857915573E-6
9.34754643E8	2.0177861807196105E-4
9.42778288E8	3.15318038123571E-5
9.50801933E8	5.3591603317444874E-5
9.58825578E8	5.7704447292969714E-5
9.66849223E8	5.109897060500558E-5
9.74872868E8	8.923625110532682E-5
9.82896513E8	4.611370518012699E-5
9.90920158E8	1.3834111554038097E-5
9.98943803E8	3.40244365247964E-5
1.006967448E9	4.7110758265102706E-5
1.014991093E9	3.237929893458646E-4
1.023014738E9	5.134823387624951E-5
1.031038383E9	1.9155882395095994E-4
1.039062028E9	5.134823387624951E-5
1.047085673E9	5.035118079127379E-5
1.055109318E9	3.787555406551511E-4
1.0601597325E9	0.0
1.064171555E9	5.90267051276381E-5
1.071156608E9	4.2997914289577866E-5
1.079180253E9	2.4178537310661177E-4
1.087203898E9	3.799073239157515
1.095227543E9	1.2114194982454982E-4
1.103251188E9	2.7418959836832265E-4
1.111274833E9	1.8196218800806866E-5
1.119298478E9	4.0380649941516604E-5
1.127322123E9	3.240422526171086E-5
1.135345768E9	7.789477226372802E-5
1.143369413E9	2.6671170023100473E-5
1.151393058E9	3.36505416179305E-5
1.159416703E9	2.8789907828673877E-5
1.167440348E9	5.047581242689576E-5
1.175463993E9	3.40244365247964E-5
1.183487638E9	5.571034112301828E-5
1.191511283E9	8.350319586671644E-6
1.199534928E9	0.2697461066634927
1.207558573E9	6.078449383042246
1.215582218E9	8.973477764781468E-5
1.223605863E9	1.2251289781639143E-4
1.2298109945E9	6.560863061246728E-4
1.233822817E9	6.730772138892562E-4
1.239653153E9	1.116433366630752
1.247676798E9	2.318148422568546E-5
1.255700443E9	3.7638753957833375E-5
1.263724088E9	1.845794523561299E-4
1.271747733E9	2.7693149435200585E-4
1.279771378E9	1.9567166792648477E-5
1.287795023E9	6.418529234531188E-5
1.295818668E9	1.6027628340984677E-4
1.303842313E9	3.8648270206371294E-4
1.311865958E9	1.1211966631125878
1.319889603E9	0.005457993218792706
1.327913248E9	8.836382965597307E-5
1.335936893E9	9.596635942891292E-4
1.343960538E9	2.0314956606380266E-5
1.351984183E9	12.357458736023341
1.360007828E9	4.653745274124167E-4
1.368031473E9	3.5769279423503907E-4
1.376055118E9	2.788418605259829
1.384078763E9	1.9866282718141194E-4
1.389720431E9	0.011954507344407799
1.3937322535E9	2.657456390217034E-4
1.400126053E9	7.141392721138585E-5
1.408149698E9	4.636296845137092E-5
1.416173343E9	1.8520261053423973E-4
1.424196988E9	2.861542353880313E-4
1.432220633E9	1.6451375902099357E-5
1.440244278E9	1.6451375902099357E-5
1.448267923E9	1.2587795197818448E-5
1.456291568E9	1.712438673445797E-4
1.464315213E9	3.0160855820515488E-5
1.472338858E9	1.739857633282629E-4
1.480362503E9	2.6920433294344404E-5
1.488386148E9	1.5205059545879708E-4
1.496409793E9	2.240438105125538
1.504433438E9	6.76749781427269E-5
1.512457083E9	3.252885689733282E-5
1.520480728E9	1.584068088755173E-4
1.528504373E9	4.489231515103173E-4
1.534502554E9	0.001191627795284688
1.5385143765E9	5.282740152379899E-5
1.544551663E9	5.259455023246916E-5
1.552575308E9	4.598907354450502E-5
1.560598953E9	2.2309062776331706E-5
1.568622598E9	7.914108861994766E-5
1.576646243E9	0.003678502725382292
1.584669888E9	3.988212339902875E-6
1.592693533E9	0.0
1.600717178E9	4.970309628603958E-4
1.608740823E9	5.84522371067015E-5
1.616764468E9	0.6832526862791163
1.624788113E9	7.011775820091741E-4
1.632811758E9	3.3401278346686575E-5
1.640835403E9	2.6920433294344404E-5
1.648859048E9	3.327664671106461E-5
1.656882693E9	3.0472434909570404E-4
1.664906338E9	2.751315393440263
1.671900895E9	3.5604912203885395E-4
1.6759127175E9	4.479694642246338E-4
1.680953628E9	2.502603243289054E-4
1.688977273E9	4.9104864435054146E-5
1.697000918E9	9.07318307327904E-5
1.705024563E9	1.966687210114605E-4
1.713048208E9	1.6326744266477393E-5
1.721071853E9	6.604230371607916E-4
1.729095498E9	1.7448428987075077E-5
1.737119143E9	6.0944869819140805E-5
1.745142788E9	1.7772471239692184E-4
1.753166433E9	3.178106708360103E-4
1.761190078E9	1.4806238311889421E-4
1.769213723E9	1.9635563387961457
1.777237368E9	3.377517325355247E-5
1.785261013E9	2.994898203995815E-4
1.793284658E9	1.757306062269704E-5
1.801308303E9	2.62224961348614E-4
1.8070005885E9	1.9250646994310497E-4
1.811012411E9	3.688834776446962E-4
1.817355593E9	9.982994013319382E-5
1.825379238E9	1.3435290320047808E-4
1.833402883E9	2.866527619305191E-5
1.841426528E9	2.0813483148868128E-5
1.849450173E9	1.2213900290952553E-5
1.857473818E9	1.34726798107344E-4
1.865497463E9	1.2251289781639143E-4
1.873521108E9	1.6389060084288375E-4
1.881544753E9	0.0017686475411113028
1.889568398E9	2.218443114070974E-5
1.897592043E9	9.609099106453488E-5
1.905615688E9	2.3929274039417248E-5
1.913639333E9	4.5739810273261095E-5
1.921662978E9	6.779960977834887E-5
1.929686623E9	2.143664132697795E-4
1.937710268E9	1.7697692258319007E-4
1.942744882E9	4.0673001291074474E-4
1.9467567045E9	4.357599502982739E-4
1.953757558E9	11.68022563311313
1.961781203E9	2.866527619305191E-5
1.969804848E9	1.6750491827592073E-4
1.977828493E9	1.395874318966006E-5
1.985852138E9	1.410830115240642E-4
1.993875783E9	4.636296845137092E-4
2.001899428E9	6.94198210414344E-5
2.009923073E9	0.0028338741307722365
