#Mapping quality	mapping quality
0.0	90910.0
1.0	2252.0
2.0	2603.0
3.0	5124.0
4.0	2346.0
5.0	3613.0
6.0	1964.0
7.0	2109.0
8.0	1264.0
9.0	1149.0
10.0	825.0
11.0	906.0
12.0	1366.0
13.0	924.0
14.0	913.0
15.0	594.0
16.0	1099.0
17.0	1001.0
18.0	653.0
19.0	427.0
20.0	451.0
21.0	375.0
22.0	431.0
23.0	513.0
24.0	400.0
25.0	891.0
26.0	553.0
27.0	354.0
28.0	149.0
29.0	519.0
30.0	587.0
31.0	314.0
32.0	149.0
33.0	336.0
34.0	188.0
35.0	95.0
36.0	246.0
37.0	130.0
38.0	128.0
39.0	234.0
40.0	1240.0
41.0	572.0
42.0	751.0
43.0	707.0
44.0	187.0
45.0	2646.0
46.0	575.0
47.0	52.0
48.0	585.0
49.0	293.0
50.0	28.0
51.0	112.0
52.0	625.0
53.0	823.0
54.0	666.0
55.0	776.0
56.0	860.0
57.0	1178.0
58.0	1149.0
59.0	97450.0
60.0	268921.0
