#GC Content (%)	Sample	HUMAN (hg19)
1.0	4.7177971032725784E-5	0.0
2.0	1.2231325823299278E-5	3.0E-6
3.0	3.145198068848386E-5	3.0E-6
4.0	2.708365003730555E-5	1.0E-5
5.0	3.75676436001335E-5	8.0E-6
6.0	2.533631777683422E-5	1.2000000000000002E-5
7.0	2.6209983907069882E-5	6.999999999999999E-6
8.0	2.1841653255891563E-5	9.999999999999999E-6
9.0	1.2231325823299278E-5	1.6E-5
10.0	1.3104991953534941E-5	1.5000000000000002E-5
11.0	9.61032743259229E-6	1.9999999999999998E-5
12.0	1.3104991953534941E-5	1.6E-5
13.0	8.736661302356627E-6	1.6E-5
14.0	3.494664520942651E-6	2.4999999999999998E-5
15.0	6.989329041885302E-6	2.2000000000000003E-5
16.0	2.620998390706988E-6	2.6999999999999996E-5
17.0	4.368330651178314E-6	3.3E-5
18.0	5.241996781413976E-6	3.7000000000000005E-5
19.0	4.368330651178314E-6	4.7000000000000004E-5
20.0	6.115662911649639E-6	5.4999999999999995E-5
21.0	1.0483993562827953E-5	6.400000000000001E-5
22.0	1.572599034424193E-5	9.3E-5
23.0	1.7473322604713255E-5	1.66E-4
24.0	5.678829846531808E-5	3.03E-4
25.0	2.542368438985779E-4	7.059999999999999E-4
26.0	0.001099945657966699	0.0016020000000000001
27.0	0.0019875904462861326	0.0033690000000000005
28.0	0.00303162147191775	0.006167999999999999
29.0	0.001302636200181373	0.010352
30.0	0.005619420549675782	0.015647
31.0	0.009567517792210743	0.022148
32.0	0.010208788731803718	0.028808
33.0	0.018667624204745405	0.035106000000000005
34.0	0.020991576111172267	0.041161
35.0	0.021455492826327402	0.047408
36.0	0.02549794601092782	0.052698999999999996
37.0	0.034349057576345314	0.057517000000000006
38.0	0.03088759236835162	0.061487999999999994
39.0	0.03630694337420343	0.063321
40.0	0.0492581700888169	0.060248
41.0	0.043140759844906784	0.055508
42.0	0.03998158311797464	0.051446000000000006
43.0	0.03778343913430171	0.048194
44.0	0.023022849863970185	0.044423
45.0	0.012440132028425602	0.040655000000000004
46.0	0.01233354476053685	0.03652
47.0	0.013833629506151485	0.032315
48.0	0.01370520058500684	0.028137999999999996
49.0	0.022329158956563067	0.02458
50.0	0.024426831335258893	0.020810000000000002
51.0	0.029357802974308976	0.017532
52.0	0.03813028458800526	0.014506999999999997
53.0	0.03285159382912139	0.012007
54.0	0.01822991747349734	0.010018
55.0	0.026133974953739383	0.008414999999999999
56.0	0.024794644776088108	0.007258
57.0	0.03255280001258079	0.006174999999999999
58.0	0.0389838563972455	0.005363000000000001
59.0	0.03125977413983201	0.0046159999999999994
60.0	0.038232503525242836	0.003946
61.0	0.03967055797561074	0.0034579999999999993
62.0	0.02744884247974405	0.002915
63.0	0.016113898106066563	0.0024610000000000005
64.0	0.021788359621947192	0.0019950000000000002
65.0	0.013657148947843879	0.0016779999999999998
66.0	0.01472651629125233	0.0013500000000000003
67.0	0.011922921679326088	0.001069
68.0	0.010453415248269704	8.119999999999999E-4
69.0	0.007629726315348043	6.4E-4
70.0	0.004677608461281737	5.05E-4
71.0	0.003775985014878535	4.0299999999999993E-4
72.0	7.635841978259692E-4	3.2E-4
73.0	2.8568882458706164E-4	2.79E-4
74.0	6.028296298626072E-5	2.0700000000000002E-4
75.0	1.7473322604713255E-5	2.0099999999999998E-4
76.0	1.0483993562827953E-5	1.54E-4
77.0	9.61032743259229E-6	1.12E-4
78.0	4.368330651178314E-6	7.699999999999999E-5
79.0	3.494664520942651E-6	6.3E-5
80.0	2.620998390706988E-6	3.7E-5
81.0	2.620998390706988E-6	2.8000000000000003E-5
82.0	8.736661302356627E-7	1.6E-5
83.0	8.736661302356627E-7	9.0E-6
84.0	0.0	4.0E-6
85.0	0.0	0.0
86.0	0.0	1.0E-6
87.0	0.0	0.0
88.0	8.736661302356627E-7	0.0
89.0	0.0	0.0
90.0	0.0	0.0
91.0	0.0	0.0
92.0	8.736661302356627E-7	0.0
93.0	2.620998390706988E-6	0.0
94.0	4.368330651178314E-6	0.0
95.0	1.7473322604713255E-5	0.0
96.0	5.8535630725789394E-5	0.0
97.0	1.0920826627945784E-4	0.0
98.0	2.620998390706988E-4	0.0
99.0	4.010127537781692E-4	0.0
100.0	0.001686175631354829	0.0
