#Mapping quality	mapping quality
0.0	131482.0
1.0	4035.0
2.0	4487.0
3.0	5935.0
4.0	3150.0
5.0	3904.0
6.0	2042.0
7.0	2850.0
8.0	1863.0
9.0	1308.0
10.0	1666.0
11.0	1057.0
12.0	1607.0
13.0	1229.0
14.0	1091.0
15.0	943.0
16.0	1207.0
17.0	1095.0
18.0	1232.0
19.0	811.0
20.0	414.0
21.0	653.0
22.0	640.0
23.0	646.0
24.0	655.0
25.0	614.0
26.0	793.0
27.0	701.0
28.0	456.0
29.0	555.0
30.0	420.0
31.0	418.0
32.0	89.0
33.0	136.0
34.0	292.0
35.0	485.0
36.0	339.0
37.0	96.0
39.0	155.0
40.0	889.0
41.0	858.0
42.0	734.0
43.0	552.0
44.0	982.0
45.0	1941.0
46.0	474.0
47.0	210.0
48.0	213.0
49.0	108.0
50.0	394.0
51.0	152.0
52.0	380.0
53.0	427.0
54.0	1127.0
55.0	653.0
56.0	1198.0
57.0	897.0
58.0	941.0
59.0	104077.0
60.0	174331.0
