#Insert size (bp)	insert size
1.0	216.0
2.0	72.0
3.0	62.0
4.0	26.0
5.0	153.0
6.0	41.0
7.0	29.0
8.0	32.0
9.0	26.0
10.0	29.0
11.0	22.0
12.0	26.0
13.0	37.0
14.0	22.0
15.0	14.0
16.0	28.0
17.0	44.0
18.0	17.0
19.0	11.0
20.0	7.0
21.0	6.0
22.0	8.0
23.0	16.0
24.0	17.0
25.0	10.0
26.0	14.0
27.0	3.0
28.0	17.0
29.0	37.0
30.0	30.0
31.0	17.0
32.0	26.0
33.0	28.0
34.0	21.0
35.0	15.0
36.0	16.0
37.0	12.0
38.0	8.0
39.0	8.0
40.0	8.0
41.0	13.0
42.0	8.0
43.0	13.0
44.0	7.0
45.0	12.0
46.0	9.0
47.0	25.0
48.0	14.0
49.0	25.0
50.0	8.0
51.0	20.0
52.0	16.0
53.0	15.0
54.0	12.0
55.0	17.0
56.0	20.0
57.0	17.0
58.0	11.0
59.0	12.0
60.0	19.0
61.0	17.0
62.0	21.0
63.0	17.0
64.0	23.0
65.0	20.0
66.0	19.0
67.0	17.0
68.0	18.0
69.0	13.0
70.0	11.0
71.0	6.0
72.0	12.0
73.0	20.0
74.0	16.0
75.0	15.0
76.0	15.0
77.0	9.0
78.0	5.0
79.0	8.0
80.0	10.0
81.0	7.0
82.0	8.0
83.0	10.0
84.0	10.0
85.0	16.0
86.0	11.0
87.0	28.0
88.0	14.0
89.0	17.0
90.0	14.0
91.0	12.0
92.0	11.0
93.0	16.0
94.0	29.0
95.0	20.0
96.0	27.0
97.0	23.0
98.0	18.0
99.0	152.0
100.0	62.0
101.0	32.0
102.0	32.0
103.0	82.0
104.0	78.0
105.0	54.0
106.0	69.0
107.0	23.0
108.0	29.0
109.0	30.0
110.0	39.0
111.0	21.0
112.0	51.0
113.0	37.0
114.0	109.0
115.0	34.0
116.0	64.0
117.0	31.0
118.0	54.0
119.0	52.0
120.0	60.0
121.0	56.0
122.0	95.0
123.0	27.0
124.0	39.0
125.0	22.0
126.0	97.0
127.0	22.0
128.0	40.0
129.0	27.0
130.0	41.0
131.0	51.0
132.0	53.0
133.0	22.0
134.0	19.0
135.0	34.0
136.0	94.0
137.0	52.0
138.0	50.0
139.0	44.0
140.0	53.0
141.0	51.0
142.0	33.0
143.0	41.0
144.0	40.0
145.0	14.0
146.0	29.0
147.0	46.0
148.0	57.0
149.0	43.0
150.0	63.0
151.0	91.0
152.0	51.0
153.0	52.0
154.0	21.0
155.0	433.0
156.0	49.0
157.0	10.0
158.0	30.0
159.0	93.0
160.0	20.0
161.0	20.0
162.0	23.0
163.0	48.0
164.0	42.0
165.0	40.0
166.0	41.0
167.0	24.0
168.0	32.0
169.0	110.0
170.0	27.0
171.0	29.0
172.0	30.0
173.0	55.0
174.0	117.0
175.0	65.0
176.0	47.0
177.0	37.0
178.0	15.0
179.0	46.0
180.0	7214.0
181.0	4041.0
182.0	33.0
183.0	17.0
184.0	36.0
185.0	54.0
186.0	66.0
187.0	5724.0
188.0	60.0
189.0	32.0
190.0	53.0
191.0	4407.0
192.0	23.0
193.0	66.0
194.0	39.0
195.0	39.0
196.0	6167.0
197.0	58.0
198.0	4449.0
