#Mapping quality	mapping quality
0.0	67824.0
1.0	1999.0
2.0	1634.0
3.0	4905.0
4.0	1525.0
5.0	1777.0
6.0	1461.0
7.0	1035.0
8.0	1208.0
9.0	1298.0
10.0	664.0
11.0	602.0
12.0	864.0
13.0	553.0
14.0	567.0
15.0	309.0
16.0	820.0
17.0	837.0
18.0	527.0
19.0	300.0
20.0	391.0
21.0	196.0
22.0	112.0
23.0	306.0
24.0	297.0
25.0	883.0
26.0	595.0
27.0	421.0
28.0	336.0
29.0	114.0
30.0	259.0
31.0	592.0
32.0	49.0
33.0	85.0
34.0	428.0
35.0	458.0
36.0	492.0
37.0	166.0
38.0	181.0
39.0	262.0
40.0	732.0
41.0	571.0
42.0	861.0
43.0	282.0
44.0	536.0
45.0	2299.0
46.0	25.0
47.0	95.0
48.0	174.0
49.0	1.0
50.0	179.0
51.0	421.0
52.0	258.0
53.0	364.0
54.0	377.0
55.0	558.0
56.0	763.0
57.0	529.0
58.0	777.0
59.0	79473.0
60.0	192553.0
