#Coverage (X)	Coverage
1.0	0.006812926198293212
2.0	0.0059393207287996574
3.0	0.005322144855355759
4.0	0.00528151494123108
5.0	0.005076277790664108
6.0	0.0050506036731547965
7.0	0.004962551420618411
8.0	0.004949060045760234
9.0	0.004867457480500548
10.0	0.0048594498977365674
11.0	0.00480719808332708
12.0	0.004805515556213891
13.0	0.004741018683333209
14.0	0.004731608994632097
15.0	0.004722136990110926
16.0	0.004710359300275968
17.0	0.004691446449143655
18.0	0.004688330658183304
19.0	0.004669168543770752
20.0	0.004662376119483724
21.0	0.004645021163838692
22.0	0.004642871268075055
23.0	0.004638322213267543
24.0	0.004632184105076931
25.0	0.0046157327288085526
26.0	0.004609563462707911
27.0	0.00458703629406898
28.0	0.004578062816108286
29.0	0.004566316284183358
30.0	0.004563418598593216
31.0	0.0045517032245783184
32.0	0.004546032485023943
33.0	0.004537806796889754
34.0	0.004524408895761667
35.0	0.004518613524581383
36.0	0.004510699415547492
37.0	0.004503875833350435
38.0	0.004493874144372967
39.0	0.004489667826575783
40.0	0.004479323400587987
41.0	0.004472904871207106
42.0	0.004460254759905524
43.0	0.004450377702553965
44.0	0.0044489132807967735
45.0	0.00443972169746587
46.0	0.004428629481651569
47.0	0.004421213899163945
48.0	0.00441869010847995
49.0	0.004406320418368637
50.0	0.00439940336244149
51.0	0.004373106086731582
