#Mapping quality	mapping quality
0.0	138431.0
1.0	4482.0
2.0	3919.0
3.0	5961.0
4.0	3824.0
5.0	4063.0
6.0	2243.0
7.0	2584.0
8.0	1734.0
9.0	1614.0
10.0	1620.0
11.0	1091.0
12.0	2070.0
13.0	1198.0
14.0	1139.0
15.0	1014.0
16.0	937.0
17.0	1167.0
18.0	1116.0
19.0	653.0
20.0	525.0
21.0	621.0
22.0	526.0
23.0	542.0
24.0	1225.0
25.0	1215.0
26.0	1229.0
27.0	628.0
28.0	797.0
29.0	178.0
30.0	800.0
31.0	565.0
32.0	487.0
33.0	527.0
34.0	191.0
35.0	360.0
36.0	821.0
37.0	459.0
38.0	117.0
39.0	551.0
40.0	1715.0
41.0	648.0
42.0	751.0
43.0	1142.0
44.0	448.0
45.0	3060.0
46.0	378.0
47.0	252.0
48.0	810.0
49.0	159.0
50.0	1198.0
51.0	512.0
52.0	572.0
53.0	692.0
54.0	992.0
55.0	704.0
56.0	1358.0
57.0	3417.0
58.0	2550.0
59.0	107416.0
60.0	459425.0
