#Coverage	Number of genomic locations
0.0	3.208904932E9
1.0	208245.0
2.0	82294.0
3.0	13929.0
4.0	25294.0
5.0	5828.0
6.0	10679.0
7.0	2825.0
8.0	6510.0
9.0	2646.0
10.0	5856.0
11.0	1539.0
12.0	4031.0
13.0	1289.0
14.0	1532.0
15.0	549.0
16.0	1663.0
17.0	227.0
18.0	2146.0
19.0	923.0
20.0	2243.0
21.0	861.0
22.0	1099.0
23.0	372.0
24.0	1193.0
25.0	312.0
26.0	408.0
27.0	106.0
28.0	509.0
29.0	221.0
30.0	106.0
31.0	146.0
32.0	214.0
33.0	112.0
34.0	626.0
35.0	165.0
36.0	419.0
37.0	407.0
38.0	705.0
39.0	176.0
40.0	659.0
41.0	132.0
42.0	48.0
43.0	106.0
44.0	786.0
45.0	46.0
46.0	224.0
47.0	197.0
48.0	634.0
49.0	153.0
50.0	402.0
51.0	514.0
52.0	106.0
53.0	121.0
54.0	316.0
55.0	130.0
56.0	181.0
57.0	31.0
58.0	308.0
59.0	19.0
60.0	81.0
61.0	17.0
62.0	130.0
63.0	324.0
64.0	256.0
65.0	151.0
66.0	168.0
67.0	93.0
68.0	4.0
69.0	9.0
70.0	9.0
71.0	173.0
72.0	103.0
73.0	111.0
74.0	584.0
75.0	37.0
76.0	53.0
77.0	4.0
78.0	199.0
79.0	212.0
80.0	203.0
81.0	165.0
82.0	149.0
83.0	32.0
84.0	12.0
85.0	135.0
86.0	172.0
87.0	51.0
88.0	421.0
89.0	7.0
90.0	14.0
91.0	25.0
92.0	43.0
93.0	62.0
94.0	18.0
95.0	11.0
96.0	160.0
97.0	7.0
98.0	31.0
99.0	44.0
100.0	43.0
101.0	4.0
102.0	9.0
103.0	6.0
104.0	7.0
105.0	3.0
106.0	2.0
107.0	4.0
108.0	13.0
109.0	264.0
110.0	152.0
111.0	6.0
112.0	19.0
113.0	20.0
114.0	120.0
115.0	40.0
116.0	52.0
117.0	30.0
118.0	22.0
119.0	63.0
120.0	22.0
121.0	8.0
122.0	171.0
123.0	4.0
124.0	1.0
125.0	5.0
126.0	96.0
127.0	62.0
128.0	15.0
129.0	14.0
130.0	6.0
131.0	8.0
132.0	9.0
133.0	23.0
134.0	35.0
135.0	237.0
136.0	3.0
137.0	8.0
138.0	5.0
139.0	8.0
140.0	6.0
141.0	15.0
142.0	14.0
143.0	18.0
144.0	36.0
145.0	25.0
146.0	102.0
147.0	51.0
148.0	150.0
149.0	178.0
150.0	39.0
151.0	1.0
152.0	13.0
153.0	138.0
154.0	35.0
155.0	29.0
156.0	3.0
157.0	47.0
158.0	29.0
159.0	19.0
160.0	98.0
161.0	188.0
162.0	57.0
163.0	90.0
164.0	25.0
165.0	7.0
166.0	7.0
167.0	1.0
169.0	2.0
170.0	4.0
171.0	16.0
172.0	30.0
173.0	42.0
174.0	93.0
175.0	104.0
