#Mapping quality	mapping quality
0.0	48829.0
1.0	1578.0
2.0	1361.0
3.0	3922.0
4.0	997.0
5.0	1779.0
6.0	1336.0
7.0	776.0
8.0	868.0
9.0	388.0
10.0	381.0
11.0	623.0
12.0	307.0
13.0	702.0
14.0	561.0
15.0	657.0
16.0	687.0
17.0	641.0
18.0	494.0
19.0	149.0
20.0	273.0
21.0	154.0
22.0	116.0
23.0	33.0
24.0	169.0
25.0	381.0
26.0	680.0
27.0	147.0
28.0	293.0
29.0	140.0
30.0	143.0
31.0	192.0
32.0	41.0
33.0	134.0
34.0	105.0
35.0	75.0
36.0	271.0
37.0	124.0
38.0	35.0
39.0	74.0
40.0	583.0
41.0	137.0
42.0	691.0
43.0	867.0
44.0	559.0
45.0	1917.0
46.0	68.0
47.0	91.0
48.0	412.0
49.0	299.0
50.0	101.0
51.0	296.0
52.0	127.0
53.0	308.0
54.0	137.0
55.0	157.0
56.0	1032.0
57.0	704.0
58.0	974.0
59.0	71880.0
60.0	116110.0
