#Mapping quality	mapping quality
0.0	109750.0
1.0	3655.0
2.0	3149.0
3.0	5251.0
4.0	2436.0
5.0	2790.0
6.0	2513.0
7.0	2132.0
8.0	1537.0
9.0	1643.0
10.0	1018.0
11.0	1239.0
12.0	1193.0
13.0	1853.0
14.0	928.0
15.0	1602.0
16.0	981.0
17.0	1368.0
18.0	642.0
19.0	387.0
20.0	419.0
21.0	377.0
22.0	171.0
23.0	323.0
24.0	329.0
25.0	785.0
26.0	668.0
27.0	924.0
28.0	441.0
29.0	151.0
30.0	759.0
31.0	599.0
32.0	238.0
33.0	788.0
34.0	143.0
35.0	120.0
36.0	390.0
37.0	278.0
38.0	389.0
39.0	186.0
40.0	1006.0
41.0	777.0
42.0	1194.0
43.0	847.0
44.0	733.0
45.0	2245.0
46.0	260.0
47.0	568.0
48.0	476.0
49.0	124.0
50.0	340.0
51.0	655.0
52.0	582.0
53.0	351.0
54.0	908.0
55.0	410.0
56.0	1094.0
57.0	1569.0
58.0	915.0
59.0	99948.0
60.0	287306.0
