#GC Content (%)	Sample	HUMAN (hg19)
1.0	3.6171895423761976E-5	0.0
2.0	3.123936422961261E-5	3.0E-6
3.0	2.3018478906030344E-5	3.0E-6
4.0	4.439278074734424E-5	1.0E-5
5.0	1.3153416517731627E-5	8.0E-6
6.0	2.7951010100179706E-5	1.2000000000000002E-5
7.0	3.617189542376197E-5	6.999999999999999E-6
8.0	4.110442661791134E-5	9.999999999999999E-6
9.0	1.6441770647164533E-5	1.6E-5
10.0	1.1509239453015173E-5	1.5000000000000002E-5
11.0	1.1509239453015173E-5	1.9999999999999998E-5
12.0	1.1509239453015173E-5	1.6E-5
13.0	4.93253119414936E-6	1.6E-5
14.0	3.2883541294329068E-6	2.4999999999999998E-5
15.0	4.93253119414936E-6	2.2000000000000003E-5
16.0	1.6441770647164534E-6	2.6999999999999996E-5
17.0	8.220885323582266E-6	3.3E-5
18.0	3.2883541294329068E-6	3.7000000000000005E-5
19.0	8.220885323582266E-6	4.7000000000000004E-5
20.0	8.220885323582266E-6	5.4999999999999995E-5
21.0	8.220885323582266E-6	6.400000000000001E-5
22.0	8.220885323582266E-6	9.3E-5
23.0	2.137430184131389E-5	1.66E-4
24.0	5.425784313564296E-5	3.03E-4
25.0	2.630683303546325E-4	7.059999999999999E-4
26.0	0.001032543196641933	0.0016020000000000001
27.0	0.001714876678499261	0.0033690000000000005
28.0	0.0029726721330073473	0.006167999999999999
29.0	0.0014649617646623598	0.010352
30.0	0.0052547898988337845	0.015647
31.0	0.01168681057600455	0.022148
32.0	0.01066742079588035	0.028808
33.0	0.019542688591219767	0.035106000000000005
34.0	0.02334238178777949	0.041161
35.0	0.026111175964761996	0.047408
36.0	0.02928114934553532	0.052698999999999996
37.0	0.03899823579800956	0.057517000000000006
38.0	0.037500390492052865	0.061487999999999994
39.0	0.04301002783591771	0.063321
40.0	0.056584353682216745	0.060248
41.0	0.05088728015297424	0.055508
42.0	0.044835064377752976	0.051446000000000006
43.0	0.04338325602960834	0.048194
44.0	0.02580371485366002	0.044423
45.0	0.013671332293117311	0.040655000000000004
46.0	0.01360720938759337	0.03652
47.0	0.015318797711963199	0.032315
48.0	0.014809102821901099	0.028137999999999996
49.0	0.023917843760430248	0.02458
50.0	0.023860297563165173	0.020810000000000002
51.0	0.024272986006409	0.017532
52.0	0.03706468356990301	0.014506999999999997
53.0	0.03016242825222334	0.012007
54.0	0.016117867765415392	0.010018
55.0	0.02166696535883342	0.008414999999999999
56.0	0.02145651069454971	0.007258
57.0	0.032947664199853004	0.006174999999999999
58.0	0.03537940207856864	0.005363000000000001
59.0	0.02557353006459972	0.0046159999999999994
60.0	0.02921209390881723	0.003946
61.0	0.030422208228448537	0.0034579999999999993
62.0	0.02409212652929019	0.002915
63.0	0.01487651408155447	0.0024610000000000005
64.0	0.01990769589958682	0.0019950000000000002
65.0	0.01231324203766152	0.0016779999999999998
66.0	0.011086685947383046	0.0013500000000000003
67.0	0.009113673469723301	0.001069
68.0	0.007137372637934123	8.119999999999999E-4
69.0	0.006382695365229272	6.4E-4
70.0	0.0030450159238548723	5.05E-4
71.0	0.002400498514486022	4.0299999999999993E-4
72.0	6.214989304628193E-4	3.2E-4
73.0	2.4169402851331867E-4	2.79E-4
74.0	4.6036957812060694E-5	2.0700000000000002E-4
75.0	2.46626559707468E-5	2.0099999999999998E-4
76.0	6.5767082588658135E-6	1.54E-4
77.0	4.93253119414936E-6	1.12E-4
78.0	1.6441770647164534E-6	7.699999999999999E-5
79.0	1.6441770647164534E-6	6.3E-5
80.0	1.6441770647164534E-6	3.7E-5
81.0	1.6441770647164534E-6	2.8000000000000003E-5
82.0	0.0	1.6E-5
83.0	0.0	9.0E-6
84.0	1.6441770647164534E-6	4.0E-6
85.0	0.0	0.0
86.0	1.6441770647164534E-6	1.0E-6
87.0	0.0	0.0
88.0	0.0	0.0
89.0	0.0	0.0
90.0	0.0	0.0
91.0	0.0	0.0
92.0	0.0	0.0
93.0	4.93253119414936E-6	0.0
94.0	4.93253119414936E-6	0.0
95.0	2.959518716489616E-5	0.0
96.0	7.39879679122404E-5	0.0
97.0	1.59485175277496E-4	0.0
98.0	3.69939839561202E-4	0.0
99.0	5.984804515567891E-4	0.0
100.0	0.0032110778073912334	0.0
