#Insert size (bp)	insert size
1.0	1366.0
2.0	138.0
3.0	214.0
4.0	40.0
5.0	803.0
6.0	61.0
7.0	64.0
8.0	57.0
9.0	29.0
10.0	32.0
11.0	20.0
12.0	20.0
13.0	29.0
14.0	21.0
15.0	20.0
16.0	20.0
17.0	14.0
18.0	11.0
19.0	19.0
20.0	61.0
21.0	38.0
22.0	16.0
23.0	26.0
24.0	36.0
25.0	15.0
26.0	16.0
27.0	14.0
28.0	16.0
29.0	16.0
30.0	19.0
31.0	14.0
32.0	16.0
33.0	18.0
34.0	18.0
35.0	16.0
36.0	17.0
37.0	16.0
38.0	16.0
39.0	18.0
40.0	14.0
41.0	17.0
42.0	17.0
43.0	17.0
44.0	28.0
45.0	24.0
46.0	21.0
47.0	33.0
48.0	46.0
49.0	33.0
50.0	15.0
51.0	46.0
52.0	32.0
53.0	27.0
54.0	39.0
55.0	38.0
56.0	36.0
57.0	37.0
58.0	46.0
59.0	30.0
60.0	44.0
61.0	51.0
62.0	40.0
63.0	43.0
64.0	53.0
65.0	33.0
66.0	36.0
67.0	35.0
68.0	55.0
69.0	47.0
70.0	24.0
71.0	29.0
72.0	34.0
73.0	29.0
74.0	25.0
75.0	31.0
76.0	27.0
77.0	29.0
78.0	34.0
79.0	33.0
80.0	27.0
81.0	21.0
82.0	32.0
83.0	28.0
84.0	26.0
85.0	30.0
86.0	31.0
87.0	28.0
88.0	27.0
89.0	19.0
90.0	39.0
91.0	29.0
92.0	38.0
93.0	37.0
94.0	35.0
95.0	61.0
96.0	68.0
97.0	76.0
98.0	58.0
99.0	433.0
100.0	274.0
101.0	94.0
102.0	59.0
103.0	133.0
104.0	213.0
105.0	99.0
106.0	92.0
107.0	73.0
108.0	92.0
109.0	57.0
110.0	67.0
111.0	84.0
112.0	71.0
113.0	93.0
114.0	321.0
115.0	77.0
116.0	170.0
117.0	78.0
118.0	85.0
119.0	61.0
120.0	68.0
121.0	111.0
122.0	87.0
123.0	80.0
124.0	72.0
125.0	66.0
126.0	127.0
127.0	84.0
128.0	113.0
129.0	75.0
130.0	106.0
131.0	107.0
132.0	57.0
133.0	55.0
134.0	66.0
135.0	103.0
136.0	294.0
137.0	135.0
138.0	169.0
139.0	147.0
140.0	102.0
141.0	114.0
142.0	74.0
143.0	95.0
144.0	122.0
145.0	55.0
146.0	40.0
147.0	100.0
148.0	145.0
149.0	98.0
150.0	135.0
151.0	163.0
152.0	106.0
153.0	111.0
154.0	77.0
155.0	576.0
156.0	125.0
157.0	46.0
158.0	112.0
159.0	201.0
160.0	69.0
161.0	66.0
162.0	57.0
163.0	111.0
164.0	94.0
165.0	96.0
166.0	85.0
167.0	84.0
168.0	99.0
169.0	485.0
170.0	104.0
171.0	107.0
172.0	95.0
173.0	129.0
174.0	216.0
175.0	169.0
176.0	157.0
177.0	105.0
178.0	81.0
179.0	163.0
180.0	14348.0
181.0	8313.0
182.0	90.0
183.0	53.0
184.0	74.0
185.0	186.0
186.0	115.0
187.0	9850.0
188.0	135.0
189.0	63.0
190.0	91.0
191.0	9538.0
192.0	64.0
193.0	159.0
194.0	91.0
195.0	88.0
196.0	13704.0
197.0	123.0
198.0	10139.0
199.0	11718.0
200.0	220.0
201.0	103.0
202.0	72.0
203.0	1009.0
204.0	111.0
205.0	90.0
206.0	128.0
207.0	259.0
208.0	266.0
209.0	116.0
210.0	157.0
211.0	178.0
212.0	232.0
213.0	304.0
214.0	233.0
215.0	534.0
216.0	62263.0
217.0	48105.0
218.0	47707.0
219.0	50417.0
220.0	32040.0
221.0	34345.0
222.0	54984.0
223.0	61893.0
224.0	13091.0
225.0	27930.0
226.0	43146.0
227.0	52823.0
228.0	16959.0
229.0	51406.0
230.0	48727.0
231.0	35874.0
232.0	17066.0
233.0	45977.0
234.0	99383.0
235.0	85614.0
236.0	65386.0
237.0	49988.0
238.0	62529.0
239.0	68320.0
240.0	165206.0
241.0	1382.0
