#Coverage	Number of genomic locations
0.0	3.209152407E9
1.0	74496.0
2.0	42368.0
3.0	4985.0
4.0	10325.0
5.0	2665.0
6.0	3491.0
7.0	1261.0
8.0	2525.0
9.0	883.0
10.0	1619.0
11.0	382.0
12.0	1533.0
13.0	98.0
14.0	562.0
15.0	669.0
16.0	1139.0
17.0	430.0
18.0	1038.0
19.0	638.0
20.0	741.0
21.0	341.0
22.0	740.0
23.0	118.0
24.0	333.0
25.0	227.0
26.0	288.0
27.0	21.0
28.0	657.0
29.0	239.0
30.0	491.0
31.0	137.0
32.0	237.0
33.0	145.0
34.0	450.0
35.0	476.0
36.0	505.0
37.0	394.0
38.0	376.0
39.0	77.0
40.0	335.0
41.0	333.0
42.0	138.0
43.0	169.0
44.0	548.0
45.0	142.0
46.0	58.0
47.0	393.0
48.0	90.0
49.0	216.0
50.0	386.0
51.0	151.0
52.0	466.0
53.0	19.0
54.0	193.0
55.0	159.0
56.0	373.0
57.0	159.0
58.0	558.0
59.0	732.0
60.0	284.0
61.0	215.0
62.0	662.0
63.0	124.0
64.0	271.0
65.0	172.0
66.0	367.0
67.0	145.0
68.0	310.0
69.0	479.0
70.0	262.0
71.0	10.0
72.0	492.0
73.0	217.0
74.0	106.0
75.0	279.0
76.0	143.0
77.0	27.0
78.0	108.0
79.0	294.0
80.0	148.0
81.0	422.0
82.0	491.0
83.0	199.0
84.0	440.0
85.0	544.0
86.0	386.0
87.0	426.0
88.0	289.0
89.0	264.0
90.0	610.0
91.0	157.0
92.0	295.0
93.0	330.0
94.0	401.0
95.0	347.0
96.0	188.0
97.0	380.0
98.0	349.0
99.0	202.0
100.0	273.0
101.0	166.0
102.0	138.0
103.0	96.0
104.0	212.0
105.0	117.0
106.0	262.0
107.0	145.0
108.0	284.0
109.0	130.0
110.0	570.0
111.0	31.0
112.0	77.0
113.0	137.0
114.0	137.0
115.0	213.0
116.0	228.0
117.0	251.0
118.0	122.0
119.0	16.0
120.0	197.0
121.0	521.0
122.0	402.0
123.0	373.0
124.0	104.0
125.0	222.0
126.0	126.0
127.0	258.0
128.0	161.0
129.0	75.0
130.0	224.0
131.0	34.0
132.0	31.0
133.0	50.0
134.0	196.0
135.0	139.0
136.0	462.0
137.0	289.0
138.0	528.0
139.0	115.0
140.0	306.0
141.0	226.0
142.0	414.0
143.0	448.0
144.0	314.0
145.0	331.0
146.0	736.0
147.0	287.0
148.0	67.0
149.0	59.0
150.0	382.0
151.0	137.0
152.0	170.0
153.0	302.0
154.0	217.0
155.0	35.0
156.0	156.0
157.0	340.0
158.0	334.0
159.0	566.0
160.0	307.0
161.0	218.0
162.0	558.0
163.0	335.0
164.0	296.0
165.0	171.0
166.0	148.0
167.0	226.0
168.0	327.0
169.0	559.0
170.0	150.0
171.0	15.0
172.0	157.0
173.0	287.0
174.0	423.0
175.0	346.0
176.0	92.0
177.0	50.0
178.0	70.0
179.0	389.0
180.0	177.0
181.0	10.0
182.0	261.0
183.0	220.0
184.0	281.0
185.0	289.0
186.0	68.0
187.0	386.0
188.0	404.0
189.0	343.0
190.0	487.0
191.0	403.0
192.0	133.0
193.0	151.0
194.0	540.0
195.0	271.0
196.0	295.0
197.0	149.0
198.0	244.0
199.0	389.0
200.0	300.0
201.0	344.0
202.0	143.0
203.0	273.0
204.0	359.0
205.0	177.0
206.0	100.0
207.0	263.0
208.0	29.0
209.0	47.0
210.0	26.0
211.0	41.0
212.0	110.0
213.0	163.0
214.0	98.0
215.0	193.0
216.0	197.0
217.0	193.0
218.0	161.0
219.0	97.0
220.0	360.0
221.0	38.0
222.0	5.0
223.0	56.0
224.0	202.0
225.0	360.0
226.0	96.0
227.0	212.0
228.0	175.0
229.0	102.0
230.0	187.0
231.0	219.0
232.0	453.0
233.0	121.0
234.0	244.0
235.0	161.0
236.0	191.0
237.0	452.0
238.0	276.0
239.0	277.0
240.0	493.0
241.0	142.0
242.0	217.0
243.0	134.0
244.0	186.0
245.0	113.0
246.0	234.0
247.0	134.0
248.0	180.0
249.0	63.0
250.0	76.0
251.0	257.0
252.0	128.0
253.0	144.0
254.0	259.0
255.0	173.0
256.0	233.0
257.0	127.0
258.0	266.0
259.0	48.0
260.0	329.0
261.0	104.0
262.0	119.0
263.0	316.0
264.0	21.0
265.0	22.0
266.0	19.0
267.0	69.0
268.0	217.0
269.0	115.0
270.0	110.0
271.0	227.0
272.0	350.0
273.0	320.0
274.0	125.0
275.0	327.0
276.0	183.0
277.0	357.0
278.0	212.0
279.0	204.0
280.0	266.0
281.0	80.0
282.0	394.0
283.0	236.0
284.0	407.0
285.0	174.0
286.0	233.0
287.0	227.0
288.0	366.0
289.0	254.0
290.0	230.0
291.0	219.0
292.0	318.0
293.0	19.0
294.0	109.0
295.0	381.0
296.0	243.0
297.0	118.0
298.0	90.0
299.0	93.0
300.0	145.0
301.0	275.0
302.0	208.0
303.0	134.0
304.0	269.0
305.0	110.0
306.0	90.0
307.0	114.0
308.0	84.0
309.0	8.0
310.0	77.0
311.0	79.0
312.0	199.0
313.0	223.0
314.0	178.0
315.0	174.0
316.0	342.0
317.0	382.0
318.0	325.0
319.0	166.0
320.0	239.0
321.0	32.0
322.0	252.0
323.0	38.0
324.0	65.0
325.0	8.0
326.0	114.0
327.0	101.0
328.0	136.0
329.0	20.0
330.0	12.0
331.0	146.0
332.0	320.0
333.0	185.0
334.0	461.0
335.0	56.0
336.0	166.0
337.0	179.0
338.0	207.0
339.0	579.0
340.0	91.0
341.0	85.0
342.0	16.0
343.0	5.0
344.0	72.0
345.0	20.0
346.0	9.0
347.0	46.0
348.0	138.0
349.0	56.0
350.0	234.0
351.0	123.0
352.0	128.0
353.0	11.0
354.0	24.0
355.0	3.0
356.0	30.0
357.0	117.0
358.0	205.0
359.0	277.0
360.0	263.0
361.0	246.0
362.0	138.0
363.0	238.0
364.0	74.0
365.0	19.0
366.0	200.0
367.0	222.0
368.0	188.0
369.0	60.0
370.0	84.0
371.0	255.0
372.0	68.0
373.0	11.0
374.0	56.0
375.0	63.0
376.0	180.0
377.0	211.0
378.0	97.0
379.0	188.0
380.0	197.0
381.0	319.0
382.0	196.0
383.0	246.0
384.0	115.0
385.0	137.0
386.0	348.0
387.0	259.0
388.0	222.0
