#Mapping quality	mapping quality
0.0	88137.0
1.0	2612.0
2.0	1893.0
3.0	5203.0
4.0	1306.0
5.0	2906.0
6.0	2478.0
7.0	1129.0
8.0	1074.0
9.0	1726.0
10.0	1055.0
11.0	536.0
12.0	917.0
13.0	1105.0
14.0	622.0
15.0	430.0
16.0	621.0
17.0	673.0
18.0	476.0
19.0	362.0
20.0	490.0
21.0	356.0
22.0	443.0
23.0	275.0
24.0	393.0
25.0	353.0
26.0	756.0
27.0	653.0
28.0	252.0
29.0	270.0
30.0	453.0
31.0	170.0
32.0	35.0
33.0	178.0
34.0	316.0
35.0	437.0
36.0	213.0
37.0	81.0
38.0	9.0
39.0	210.0
40.0	531.0
41.0	692.0
42.0	965.0
43.0	453.0
44.0	238.0
45.0	1793.0
46.0	512.0
47.0	253.0
48.0	286.0
49.0	322.0
50.0	422.0
51.0	89.0
52.0	140.0
53.0	510.0
54.0	437.0
55.0	291.0
56.0	800.0
57.0	1115.0
58.0	1206.0
59.0	92803.0
60.0	176635.0
