#Coverage	Number of genomic locations
0.0	3.209200348E9
1.0	52269.0
2.0	28253.0
3.0	3968.0
4.0	5996.0
5.0	1098.0
6.0	3508.0
7.0	593.0
8.0	1622.0
9.0	646.0
10.0	819.0
11.0	512.0
12.0	641.0
13.0	30.0
14.0	863.0
15.0	390.0
16.0	754.0
17.0	242.0
18.0	689.0
19.0	811.0
20.0	1135.0
21.0	159.0
22.0	286.0
23.0	544.0
24.0	451.0
25.0	353.0
26.0	322.0
27.0	151.0
28.0	299.0
29.0	203.0
30.0	571.0
31.0	152.0
32.0	337.0
33.0	523.0
34.0	781.0
35.0	315.0
36.0	314.0
37.0	187.0
38.0	560.0
39.0	201.0
40.0	530.0
41.0	430.0
42.0	343.0
43.0	74.0
44.0	298.0
45.0	588.0
46.0	220.0
47.0	511.0
48.0	95.0
49.0	389.0
50.0	309.0
51.0	360.0
52.0	683.0
53.0	115.0
54.0	75.0
55.0	24.0
56.0	324.0
57.0	211.0
58.0	217.0
59.0	155.0
60.0	374.0
61.0	293.0
62.0	704.0
63.0	405.0
64.0	261.0
65.0	143.0
66.0	352.0
67.0	26.0
68.0	25.0
69.0	342.0
70.0	586.0
71.0	446.0
72.0	262.0
73.0	478.0
74.0	275.0
75.0	190.0
76.0	515.0
77.0	125.0
78.0	142.0
79.0	102.0
80.0	441.0
81.0	252.0
82.0	158.0
83.0	301.0
84.0	609.0
85.0	155.0
86.0	163.0
87.0	180.0
88.0	393.0
89.0	178.0
90.0	141.0
91.0	393.0
92.0	459.0
93.0	125.0
94.0	440.0
95.0	216.0
96.0	146.0
97.0	163.0
98.0	512.0
99.0	200.0
100.0	220.0
101.0	350.0
102.0	223.0
103.0	293.0
104.0	460.0
105.0	375.0
106.0	753.0
107.0	388.0
108.0	244.0
109.0	199.0
110.0	398.0
111.0	347.0
112.0	593.0
113.0	312.0
114.0	409.0
115.0	450.0
116.0	105.0
117.0	86.0
118.0	318.0
119.0	404.0
120.0	733.0
121.0	138.0
122.0	239.0
123.0	188.0
124.0	442.0
125.0	321.0
126.0	748.0
127.0	197.0
128.0	221.0
129.0	466.0
130.0	229.0
131.0	146.0
132.0	331.0
133.0	126.0
134.0	247.0
135.0	287.0
136.0	261.0
137.0	348.0
138.0	417.0
139.0	203.0
140.0	231.0
141.0	202.0
142.0	216.0
143.0	305.0
144.0	291.0
145.0	257.0
146.0	486.0
147.0	678.0
148.0	591.0
149.0	388.0
150.0	106.0
151.0	441.0
152.0	240.0
153.0	143.0
154.0	116.0
155.0	307.0
156.0	241.0
157.0	133.0
158.0	107.0
159.0	307.0
160.0	337.0
161.0	211.0
162.0	169.0
163.0	143.0
164.0	288.0
165.0	399.0
166.0	503.0
167.0	357.0
168.0	639.0
169.0	217.0
170.0	539.0
171.0	262.0
172.0	268.0
173.0	144.0
174.0	216.0
175.0	232.0
176.0	277.0
177.0	343.0
178.0	264.0
179.0	116.0
180.0	143.0
181.0	217.0
182.0	552.0
183.0	433.0
184.0	150.0
185.0	323.0
186.0	97.0
187.0	156.0
188.0	105.0
189.0	289.0
190.0	237.0
191.0	130.0
192.0	488.0
193.0	330.0
194.0	203.0
195.0	441.0
196.0	284.0
197.0	546.0
198.0	422.0
199.0	464.0
200.0	545.0
201.0	351.0
202.0	249.0
203.0	55.0
204.0	82.0
205.0	209.0
206.0	459.0
207.0	379.0
208.0	375.0
209.0	271.0
210.0	376.0
211.0	460.0
212.0	201.0
213.0	223.0
214.0	177.0
215.0	210.0
216.0	92.0
217.0	176.0
218.0	484.0
219.0	221.0
220.0	636.0
221.0	356.0
222.0	195.0
223.0	178.0
224.0	262.0
225.0	504.0
226.0	450.0
227.0	434.0
228.0	342.0
229.0	473.0
230.0	420.0
231.0	239.0
232.0	108.0
233.0	204.0
234.0	314.0
235.0	307.0
236.0	244.0
237.0	238.0
238.0	253.0
239.0	191.0
240.0	325.0
241.0	148.0
242.0	40.0
243.0	190.0
244.0	144.0
245.0	235.0
246.0	125.0
247.0	24.0
248.0	113.0
249.0	79.0
250.0	54.0
251.0	119.0
252.0	99.0
253.0	124.0
254.0	272.0
255.0	167.0
256.0	87.0
257.0	52.0
258.0	269.0
259.0	275.0
260.0	88.0
261.0	194.0
262.0	305.0
263.0	72.0
264.0	91.0
265.0	137.0
266.0	110.0
267.0	251.0
268.0	187.0
269.0	102.0
270.0	306.0
271.0	264.0
272.0	106.0
273.0	219.0
274.0	151.0
275.0	89.0
276.0	124.0
277.0	95.0
278.0	135.0
279.0	218.0
280.0	54.0
281.0	290.0
282.0	366.0
283.0	218.0
284.0	356.0
285.0	278.0
286.0	42.0
287.0	105.0
288.0	32.0
289.0	117.0
290.0	275.0
291.0	207.0
292.0	299.0
293.0	340.0
294.0	489.0
295.0	243.0
296.0	263.0
297.0	254.0
298.0	473.0
299.0	50.0
300.0	54.0
301.0	53.0
302.0	391.0
