#Mapping quality	mapping quality
0.0	11926.0
1.0	322.0
2.0	104.0
3.0	2694.0
4.0	838.0
5.0	626.0
6.0	717.0
7.0	240.0
8.0	66.0
9.0	171.0
10.0	115.0
11.0	21.0
12.0	338.0
13.0	185.0
14.0	101.0
15.0	259.0
16.0	550.0
17.0	552.0
18.0	66.0
21.0	197.0
22.0	49.0
23.0	87.0
24.0	326.0
27.0	443.0
29.0	34.0
30.0	169.0
31.0	134.0
33.0	47.0
35.0	70.0
37.0	2.0
38.0	90.0
39.0	258.0
40.0	235.0
41.0	141.0
42.0	335.0
43.0	630.0
44.0	422.0
45.0	1501.0
46.0	210.0
47.0	79.0
48.0	619.0
49.0	116.0
50.0	169.0
51.0	148.0
52.0	217.0
53.0	222.0
54.0	232.0
55.0	103.0
56.0	279.0
57.0	1248.0
58.0	1515.0
59.0	7585.0
60.0	143629.0
