#Mapping quality	mapping quality
0.0	34467.0
1.0	1057.0
2.0	952.0
3.0	3243.0
4.0	774.0
5.0	1454.0
6.0	928.0
7.0	748.0
8.0	556.0
9.0	596.0
10.0	321.0
11.0	227.0
12.0	269.0
13.0	429.0
14.0	323.0
15.0	510.0
16.0	891.0
17.0	679.0
18.0	502.0
19.0	186.0
20.0	110.0
21.0	326.0
22.0	117.0
23.0	163.0
24.0	119.0
25.0	71.0
26.0	160.0
27.0	463.0
28.0	125.0
29.0	140.0
30.0	242.0
31.0	338.0
32.0	683.0
33.0	146.0
34.0	437.0
35.0	73.0
37.0	165.0
38.0	5.0
39.0	155.0
40.0	251.0
41.0	190.0
42.0	438.0
43.0	272.0
44.0	137.0
45.0	2074.0
46.0	330.0
47.0	233.0
48.0	299.0
49.0	153.0
50.0	60.0
51.0	242.0
52.0	334.0
53.0	401.0
54.0	589.0
55.0	359.0
56.0	1044.0
57.0	1274.0
58.0	1337.0
59.0	53660.0
60.0	171171.0
