#Mapping quality	mapping quality
0.0	105001.0
1.0	2642.0
2.0	3036.0
3.0	5563.0
4.0	1979.0
5.0	2802.0
6.0	1765.0
7.0	1787.0
8.0	1293.0
9.0	1218.0
10.0	1073.0
11.0	1027.0
12.0	936.0
13.0	809.0
14.0	578.0
15.0	748.0
16.0	700.0
17.0	1225.0
18.0	606.0
19.0	402.0
20.0	509.0
21.0	294.0
22.0	267.0
23.0	243.0
24.0	552.0
25.0	711.0
26.0	905.0
27.0	310.0
28.0	509.0
29.0	335.0
30.0	665.0
31.0	256.0
32.0	12.0
33.0	140.0
34.0	310.0
35.0	97.0
36.0	276.0
37.0	191.0
38.0	259.0
39.0	164.0
40.0	956.0
41.0	426.0
42.0	565.0
43.0	441.0
44.0	990.0
45.0	1593.0
46.0	55.0
47.0	154.0
48.0	510.0
49.0	239.0
50.0	530.0
51.0	366.0
52.0	170.0
53.0	477.0
54.0	708.0
55.0	820.0
56.0	766.0
57.0	918.0
58.0	2034.0
59.0	95572.0
60.0	176116.0
