#Mapping quality	mapping quality
0.0	182830.0
1.0	5748.0
2.0	5079.0
3.0	8743.0
4.0	3774.0
5.0	5776.0
6.0	3730.0
7.0	2792.0
8.0	3257.0
9.0	2384.0
10.0	1565.0
11.0	2028.0
12.0	1659.0
13.0	1441.0
14.0	1769.0
15.0	1361.0
16.0	1907.0
17.0	1734.0
18.0	1290.0
19.0	918.0
20.0	871.0
21.0	465.0
22.0	779.0
23.0	754.0
24.0	1267.0
25.0	1578.0
26.0	1491.0
27.0	1327.0
28.0	574.0
29.0	260.0
30.0	1162.0
31.0	317.0
32.0	404.0
33.0	311.0
34.0	280.0
35.0	191.0
36.0	564.0
37.0	706.0
38.0	72.0
39.0	592.0
40.0	945.0
41.0	1306.0
42.0	1086.0
43.0	585.0
44.0	429.0
45.0	2069.0
46.0	554.0
47.0	413.0
48.0	380.0
49.0	388.0
50.0	417.0
51.0	390.0
52.0	256.0
53.0	392.0
54.0	548.0
55.0	1073.0
56.0	1167.0
57.0	1989.0
58.0	2086.0
59.0	116957.0
60.0	298421.0
