#Coverage (X)	Coverage
1.0	0.025390175483863686
2.0	0.016034950809299175
3.0	0.011318141821732297
4.0	0.010496975114108409
5.0	0.009010057351957812
6.0	0.008717048370030511
7.0	0.00787198354574059
8.0	0.0077414630624019765
9.0	0.007258920516363787
10.0	0.0071330737194728044
11.0	0.006871098015523103
12.0	0.0068222424132642345
13.0	0.006603108835022908
14.0	0.006567308396881799
15.0	0.006414260744904254
16.0	0.006396843473439162
17.0	0.006310193326825697
18.0	0.00629031458049667
19.0	0.006161663571745635
20.0	0.006141223983050281
21.0	0.006041674461869206
22.0	0.0060221072946404774
23.0	0.005966770847180669
24.0	0.005944897994638154
25.0	0.005873608697456234
26.0	0.005867906799991829
27.0	0.005833228046597583
28.0	0.005819456250549138
29.0	0.005767952225966155
30.0	0.005761907591505633
31.0	0.005731466313818601
32.0	0.005722617467498026
33.0	0.005658120594617344
34.0	0.005646218273142267
35.0	0.005626838053373717
36.0	0.0056204506819028666
37.0	0.005590040562125864
38.0	0.0055728725539268
39.0	0.005554302439804815
40.0	0.005548538226534561
41.0	0.00554218201297374
42.0	0.005540219064670282
43.0	0.0055108059980000235
44.0	0.005507783680769762
45.0	0.005492360515518158
46.0	0.005485163038400742
47.0	0.005473915033036292
48.0	0.005472263663833132
49.0	0.005465595871172013
50.0	0.00546441187060509
51.0	0.005459239657611192
