#Mapping quality	mapping quality
0.0	65679.0
1.0	1596.0
2.0	1891.0
3.0	5186.0
4.0	1462.0
5.0	2481.0
6.0	1152.0
7.0	958.0
8.0	635.0
9.0	795.0
10.0	967.0
11.0	492.0
12.0	363.0
13.0	1363.0
14.0	614.0
15.0	900.0
16.0	717.0
17.0	1422.0
18.0	553.0
19.0	508.0
20.0	151.0
21.0	176.0
22.0	333.0
23.0	301.0
24.0	394.0
25.0	186.0
26.0	745.0
27.0	875.0
28.0	619.0
29.0	624.0
30.0	134.0
31.0	235.0
32.0	127.0
33.0	327.0
34.0	266.0
35.0	10.0
36.0	124.0
37.0	290.0
38.0	231.0
39.0	379.0
40.0	763.0
41.0	428.0
42.0	925.0
43.0	662.0
44.0	715.0
45.0	1901.0
46.0	18.0
47.0	362.0
48.0	214.0
49.0	234.0
50.0	360.0
51.0	191.0
52.0	177.0
53.0	502.0
54.0	477.0
55.0	687.0
56.0	1115.0
57.0	1259.0
58.0	1617.0
59.0	69552.0
60.0	273199.0
