#Mapping quality	mapping quality
0.0	88962.0
1.0	2986.0
2.0	2568.0
3.0	5054.0
4.0	1198.0
5.0	2927.0
6.0	2200.0
7.0	1886.0
8.0	1072.0
9.0	1076.0
10.0	902.0
11.0	981.0
12.0	848.0
13.0	667.0
14.0	504.0
15.0	646.0
16.0	782.0
17.0	1175.0
18.0	730.0
19.0	484.0
20.0	468.0
21.0	552.0
22.0	323.0
23.0	486.0
24.0	420.0
25.0	187.0
26.0	639.0
27.0	406.0
28.0	388.0
29.0	94.0
30.0	333.0
31.0	145.0
32.0	271.0
33.0	459.0
34.0	358.0
35.0	74.0
36.0	127.0
37.0	319.0
38.0	32.0
39.0	175.0
40.0	778.0
41.0	223.0
42.0	670.0
43.0	651.0
44.0	467.0
45.0	2215.0
46.0	165.0
47.0	36.0
48.0	490.0
49.0	212.0
50.0	165.0
51.0	528.0
52.0	95.0
53.0	275.0
54.0	870.0
55.0	393.0
56.0	843.0
57.0	432.0
58.0	1947.0
59.0	93490.0
60.0	124883.0
