#Mapping quality	mapping quality
0.0	172723.0
1.0	5921.0
2.0	5958.0
3.0	7480.0
4.0	4562.0
5.0	4761.0
6.0	3307.0
7.0	1964.0
8.0	2748.0
9.0	1711.0
10.0	1780.0
11.0	1447.0
12.0	2103.0
13.0	1326.0
14.0	1505.0
15.0	1635.0
16.0	1448.0
17.0	1513.0
18.0	1480.0
19.0	1044.0
20.0	1083.0
21.0	989.0
22.0	730.0
23.0	719.0
24.0	1525.0
25.0	1386.0
26.0	1158.0
27.0	823.0
28.0	818.0
29.0	462.0
30.0	686.0
31.0	538.0
32.0	171.0
33.0	632.0
34.0	156.0
35.0	156.0
36.0	427.0
37.0	577.0
38.0	207.0
39.0	32.0
40.0	1030.0
41.0	915.0
42.0	1583.0
43.0	547.0
44.0	692.0
45.0	2321.0
46.0	929.0
47.0	611.0
48.0	752.0
49.0	171.0
50.0	195.0
51.0	106.0
52.0	490.0
53.0	897.0
54.0	719.0
55.0	865.0
56.0	1870.0
57.0	1796.0
58.0	2282.0
59.0	120519.0
60.0	408265.0
