#GC Content (%)	Sample	HUMAN (hg19)
1.0	3.518728432079745E-5	0.0
2.0	1.6336953434655954E-5	3.0E-6
3.0	2.2620397063369784E-5	3.0E-6
4.0	3.770066177228297E-5	1.0E-5
5.0	2.5133774514855318E-5	8.0E-6
6.0	2.387708578911255E-5	1.2000000000000002E-5
7.0	1.759364216039872E-5	6.999999999999999E-6
8.0	1.759364216039872E-5	9.999999999999999E-6
9.0	2.2620397063369787E-5	1.6E-5
10.0	8.79682108019936E-6	1.5000000000000002E-5
11.0	1.0053509805942126E-5	1.9999999999999998E-5
12.0	1.3823575983170425E-5	1.6E-5
13.0	3.7700661772282975E-6	1.6E-5
14.0	2.5133774514855316E-6	2.4999999999999998E-5
15.0	5.026754902971063E-6	2.2000000000000003E-5
16.0	1.2566887257427658E-6	2.6999999999999996E-5
17.0	2.5133774514855316E-6	3.3E-5
18.0	1.0053509805942126E-5	3.7000000000000005E-5
19.0	5.026754902971063E-6	4.7000000000000004E-5
20.0	7.540132354456594E-6	5.4999999999999995E-5
21.0	5.026754902971063E-6	6.400000000000001E-5
22.0	1.2566887257427657E-5	9.3E-5
23.0	2.6390463240598085E-5	1.66E-4
24.0	5.15242377554534E-5	3.03E-4
25.0	1.947867524901287E-4	7.059999999999999E-4
26.0	0.0010430516423664956	0.0016020000000000001
27.0	0.0019503809023527726	0.0033690000000000005
28.0	0.0033654124075391265	0.006167999999999999
29.0	0.0014451920346041807	0.010352
30.0	0.006004458731598935	0.015647
31.0	0.011933516139653306	0.022148
32.0	0.011146828997338334	0.028808
33.0	0.020012767957453548	0.035106000000000005
34.0	0.02362700473268974	0.041161
35.0	0.027087925483385317	0.047408
36.0	0.02620321662046241	0.052698999999999996
37.0	0.03689638098780761	0.057517000000000006
38.0	0.03540469147035094	0.061487999999999994
39.0	0.043025251903255075	0.063321
40.0	0.052485604630646616	0.060248
41.0	0.04649245609757936	0.055508
42.0	0.04428571069517507	0.051446000000000006
43.0	0.04478838618547217	0.048194
44.0	0.024546900879933446	0.044423
45.0	0.012710149772162335	0.040655000000000004
46.0	0.013774565122866456	0.03652
47.0	0.015060157689301305	0.032315
48.0	0.0151393290790231	0.028137999999999996
49.0	0.023924839960690773	0.02458
50.0	0.024569521276996818	0.020810000000000002
51.0	0.024227701943594783	0.017532
52.0	0.034723566180998366	0.014506999999999997
53.0	0.030038630611429334	0.012007
54.0	0.017544631300094753	0.010018
55.0	0.023840641816066013	0.008414999999999999
56.0	0.02228988792849944	0.007258
57.0	0.032063156148600926	0.006174999999999999
58.0	0.03432142578876068	0.005363000000000001
59.0	0.025091047098180067	0.0046159999999999994
60.0	0.03187465283973951	0.003946
61.0	0.03281591269532085	0.0034579999999999993
62.0	0.025666610534570252	0.002915
63.0	0.017290780177494715	0.0024610000000000005
64.0	0.02154090144795675	0.0019950000000000002
65.0	0.011770146605306743	0.0016779999999999998
66.0	0.01194985309308796	0.0013500000000000003
67.0	0.009058212335153856	0.001069
68.0	0.008553023467405265	8.119999999999999E-4
69.0	0.0061288709154474685	6.4E-4
70.0	0.0034822844590332042	5.05E-4
71.0	0.0028501700299845925	4.0299999999999993E-4
72.0	7.037456864159488E-4	3.2E-4
73.0	3.870601275287719E-4	2.79E-4
74.0	5.152423775545341E-5	2.0700000000000002E-4
75.0	1.3823575983170423E-5	2.0099999999999998E-4
76.0	1.1310198531684892E-5	1.54E-4
77.0	3.7700661772282975E-6	1.12E-4
78.0	3.7700661772282975E-6	7.699999999999999E-5
79.0	1.2566887257427658E-6	6.3E-5
80.0	0.0	3.7E-5
81.0	3.7700661772282975E-6	2.8000000000000003E-5
82.0	1.2566887257427658E-6	1.6E-5
83.0	0.0	9.0E-6
84.0	0.0	4.0E-6
85.0	0.0	0.0
86.0	1.2566887257427658E-6	1.0E-6
87.0	0.0	0.0
88.0	0.0	0.0
89.0	0.0	0.0
90.0	0.0	0.0
91.0	0.0	0.0
92.0	2.5133774514855316E-6	0.0
93.0	2.5133774514855316E-6	0.0
94.0	5.026754902971063E-6	0.0
95.0	1.6336953434655954E-5	0.0
96.0	3.895735049802574E-5	0.0
97.0	1.4200582600893254E-4	0.0
98.0	2.990919167267783E-4	0.0
99.0	5.039321790228491E-4	0.0
100.0	0.003181935853580683	0.0
