#Mapping quality	mapping quality
0.0	167472.0
1.0	5311.0
2.0	5717.0
3.0	6913.0
4.0	3208.0
5.0	4217.0
6.0	3187.0
7.0	1579.0
8.0	2220.0
9.0	1714.0
10.0	1908.0
11.0	1191.0
12.0	1551.0
13.0	1130.0
14.0	1257.0
15.0	1308.0
16.0	1172.0
17.0	934.0
18.0	1306.0
19.0	819.0
20.0	874.0
21.0	419.0
22.0	541.0
23.0	764.0
24.0	1163.0
25.0	1346.0
26.0	1275.0
27.0	515.0
28.0	662.0
29.0	291.0
30.0	496.0
31.0	443.0
32.0	263.0
33.0	370.0
34.0	203.0
35.0	416.0
36.0	495.0
37.0	544.0
38.0	183.0
39.0	414.0
40.0	1369.0
41.0	984.0
42.0	805.0
43.0	808.0
44.0	157.0
45.0	3037.0
46.0	566.0
47.0	338.0
48.0	865.0
49.0	640.0
50.0	440.0
51.0	716.0
52.0	294.0
53.0	396.0
54.0	1010.0
55.0	1256.0
56.0	1297.0
57.0	1159.0
58.0	2008.0
59.0	114995.0
60.0	268000.0
