#Coverage (X)	Coverage
1.0	0.019533859426246636
2.0	0.012169967912413426
3.0	0.008912844674000553
4.0	0.008348761878522737
5.0	0.0073941770019700925
6.0	0.0072076345971652245
7.0	0.0067231291028093665
8.0	0.006651465910721299
9.0	0.006404321371732635
10.0	0.006336210181331126
11.0	0.006125395764954078
12.0	0.006081899323149287
13.0	0.005923056299991458
14.0	0.0058756339615797515
15.0	0.005792130763836667
16.0	0.0057862730768363235
17.0	0.00573832105395411
18.0	0.005727073048589659
19.0	0.005621260787577853
20.0	0.005607894044359796
21.0	0.00555533065085001
22.0	0.005530840533907622
23.0	0.00549067798843339
24.0	0.005476968508205005
25.0	0.005450640074585067
26.0	0.005447804704814985
27.0	0.005430512064990012
28.0	0.005415400478838706
29.0	0.005408732686177586
30.0	0.005399229523746385
31.0	0.005395303627139469
32.0	0.005372869932230628
33.0	0.005346042972064424
34.0	0.00534186781217727
35.0	0.005333237071212693
36.0	0.005323796224601551
37.0	0.005306659374312517
38.0	0.005305163794645296
39.0	0.005295099789847768
40.0	0.005292451367537865
41.0	0.005283072836746783
42.0	0.0052817953624497704
43.0	0.005281141046353355
44.0	0.005276934728556171
45.0	0.005242816817542462
46.0	0.005241913238165807
47.0	0.00522857765285778
48.0	0.005226178493813904
49.0	0.0052173608053891485
50.0	0.00521711154210891
51.0	0.0052160210152720765
