#Mapping quality	mapping quality
0.0	112004.0
1.0	3680.0
2.0	2786.0
3.0	5204.0
4.0	2103.0
5.0	3606.0
6.0	1936.0
7.0	1823.0
8.0	1548.0
9.0	1257.0
10.0	1153.0
11.0	1493.0
12.0	919.0
13.0	866.0
14.0	1878.0
15.0	719.0
16.0	1419.0
17.0	1035.0
18.0	616.0
19.0	539.0
20.0	549.0
21.0	601.0
22.0	1048.0
23.0	224.0
24.0	1261.0
25.0	701.0
26.0	487.0
27.0	382.0
28.0	672.0
29.0	179.0
30.0	381.0
31.0	487.0
32.0	125.0
33.0	92.0
34.0	255.0
35.0	173.0
36.0	390.0
37.0	224.0
38.0	150.0
39.0	253.0
40.0	1378.0
41.0	568.0
42.0	1170.0
43.0	744.0
44.0	507.0
45.0	2617.0
46.0	526.0
47.0	614.0
48.0	653.0
49.0	213.0
50.0	252.0
51.0	465.0
52.0	383.0
53.0	998.0
54.0	517.0
55.0	462.0
56.0	1383.0
57.0	1035.0
58.0	1563.0
59.0	100066.0
60.0	316021.0
