#Mapping quality	mapping quality
0.0	144297.0
1.0	4509.0
2.0	3760.0
3.0	6320.0
4.0	3523.0
5.0	4387.0
6.0	2611.0
7.0	1777.0
8.0	2461.0
9.0	1595.0
10.0	1080.0
11.0	1088.0
12.0	1640.0
13.0	1564.0
14.0	1106.0
15.0	1001.0
16.0	1181.0
17.0	1343.0
18.0	1332.0
19.0	709.0
20.0	599.0
21.0	965.0
22.0	1170.0
23.0	218.0
24.0	1806.0
25.0	1104.0
26.0	734.0
27.0	1003.0
28.0	277.0
29.0	432.0
30.0	1762.0
31.0	311.0
32.0	24.0
33.0	364.0
34.0	1219.0
35.0	293.0
36.0	524.0
37.0	798.0
38.0	442.0
39.0	1862.0
40.0	1087.0
41.0	893.0
42.0	1251.0
43.0	334.0
44.0	1171.0
45.0	2898.0
46.0	1271.0
47.0	994.0
48.0	871.0
49.0	457.0
50.0	867.0
51.0	589.0
52.0	687.0
53.0	1521.0
54.0	449.0
55.0	791.0
56.0	1190.0
57.0	2216.0
58.0	2764.0
59.0	105923.0
60.0	642187.0
