#Mapping quality	mapping quality
0.0	31830.0
1.0	836.0
2.0	635.0
3.0	3094.0
4.0	451.0
5.0	1575.0
6.0	856.0
7.0	878.0
8.0	413.0
9.0	494.0
10.0	341.0
11.0	400.0
12.0	298.0
13.0	130.0
14.0	289.0
15.0	622.0
16.0	663.0
17.0	600.0
18.0	353.0
19.0	155.0
20.0	317.0
21.0	144.0
22.0	79.0
23.0	374.0
24.0	113.0
25.0	220.0
26.0	538.0
27.0	481.0
28.0	236.0
29.0	49.0
30.0	87.0
31.0	92.0
32.0	1.0
33.0	69.0
35.0	77.0
36.0	1.0
37.0	157.0
38.0	107.0
39.0	6.0
40.0	317.0
41.0	137.0
42.0	697.0
43.0	555.0
44.0	646.0
45.0	1429.0
46.0	28.0
47.0	311.0
48.0	229.0
49.0	84.0
50.0	319.0
51.0	332.0
52.0	87.0
53.0	29.0
54.0	83.0
55.0	327.0
56.0	1060.0
57.0	749.0
58.0	2429.0
59.0	28206.0
60.0	182648.0
