#Coverage	Number of genomic locations
0.0	3.209295698E9
1.0	6999.0
2.0	9993.0
3.0	2220.0
4.0	5014.0
5.0	1599.0
6.0	4991.0
7.0	1192.0
8.0	5497.0
9.0	1600.0
10.0	4126.0
11.0	1489.0
12.0	4421.0
13.0	1783.0
14.0	3361.0
15.0	1310.0
16.0	4294.0
17.0	1368.0
18.0	4411.0
19.0	1568.0
20.0	3572.0
21.0	1470.0
22.0	3026.0
23.0	1483.0
24.0	3207.0
25.0	1198.0
26.0	3796.0
27.0	1158.0
28.0	4099.0
29.0	862.0
30.0	2738.0
31.0	619.0
32.0	2403.0
33.0	1420.0
34.0	2324.0
35.0	964.0
36.0	2779.0
37.0	507.0
38.0	2386.0
39.0	350.0
40.0	1998.0
41.0	307.0
42.0	1546.0
43.0	725.0
44.0	1555.0
45.0	410.0
46.0	1381.0
47.0	628.0
48.0	1684.0
49.0	367.0
50.0	1555.0
51.0	546.0
52.0	602.0
53.0	469.0
54.0	997.0
55.0	536.0
56.0	1169.0
57.0	310.0
58.0	549.0
59.0	267.0
60.0	1290.0
61.0	398.0
62.0	665.0
63.0	634.0
64.0	497.0
65.0	499.0
66.0	898.0
67.0	707.0
68.0	940.0
69.0	455.0
70.0	377.0
71.0	147.0
72.0	694.0
73.0	557.0
74.0	552.0
75.0	135.0
76.0	765.0
77.0	356.0
78.0	223.0
79.0	142.0
80.0	569.0
81.0	251.0
82.0	350.0
83.0	176.0
84.0	146.0
85.0	418.0
86.0	450.0
87.0	269.0
88.0	484.0
89.0	210.0
90.0	204.0
91.0	135.0
92.0	260.0
93.0	65.0
94.0	159.0
95.0	127.0
96.0	236.0
97.0	86.0
98.0	927.0
99.0	48.0
100.0	303.0
101.0	213.0
102.0	645.0
103.0	245.0
104.0	370.0
105.0	119.0
106.0	140.0
107.0	235.0
108.0	470.0
109.0	323.0
110.0	95.0
111.0	450.0
112.0	248.0
113.0	119.0
114.0	340.0
115.0	215.0
116.0	243.0
117.0	76.0
118.0	111.0
119.0	130.0
120.0	26.0
121.0	61.0
122.0	53.0
123.0	143.0
124.0	269.0
125.0	84.0
126.0	188.0
127.0	87.0
128.0	106.0
129.0	95.0
130.0	195.0
131.0	173.0
132.0	173.0
133.0	3.0
134.0	9.0
135.0	22.0
136.0	28.0
137.0	21.0
138.0	348.0
139.0	67.0
140.0	126.0
141.0	320.0
142.0	166.0
143.0	2.0
144.0	87.0
145.0	124.0
146.0	43.0
147.0	95.0
148.0	17.0
149.0	48.0
150.0	144.0
151.0	75.0
152.0	73.0
153.0	153.0
154.0	46.0
155.0	44.0
156.0	27.0
157.0	1.0
158.0	6.0
159.0	55.0
160.0	5.0
161.0	42.0
162.0	14.0
163.0	147.0
164.0	106.0
165.0	255.0
166.0	208.0
167.0	151.0
168.0	514.0
169.0	360.0
170.0	154.0
171.0	22.0
172.0	30.0
173.0	13.0
174.0	93.0
175.0	26.0
176.0	1.0
177.0	62.0
178.0	14.0
179.0	2.0
180.0	2.0
181.0	80.0
182.0	51.0
183.0	99.0
184.0	198.0
185.0	10.0
186.0	67.0
187.0	44.0
188.0	89.0
189.0	32.0
190.0	32.0
191.0	117.0
192.0	76.0
193.0	11.0
194.0	4.0
195.0	14.0
197.0	8.0
198.0	31.0
199.0	24.0
200.0	82.0
201.0	205.0
202.0	2.0
203.0	3.0
204.0	54.0
205.0	169.0
207.0	14.0
208.0	7.0
209.0	24.0
211.0	37.0
212.0	53.0
213.0	4.0
214.0	115.0
215.0	116.0
216.0	16.0
217.0	31.0
218.0	2.0
220.0	11.0
221.0	12.0
222.0	11.0
223.0	16.0
225.0	1.0
226.0	15.0
227.0	8.0
228.0	1.0
229.0	19.0
230.0	59.0
231.0	43.0
232.0	124.0
233.0	6.0
235.0	18.0
236.0	47.0
237.0	39.0
238.0	126.0
239.0	1.0
240.0	2.0
241.0	27.0
242.0	93.0
243.0	89.0
244.0	24.0
246.0	1.0
247.0	2.0
248.0	12.0
249.0	58.0
250.0	22.0
251.0	94.0
252.0	155.0
253.0	12.0
254.0	39.0
255.0	9.0
256.0	116.0
257.0	62.0
258.0	6.0
259.0	10.0
260.0	39.0
261.0	194.0
262.0	181.0
263.0	94.0
264.0	17.0
266.0	9.0
267.0	31.0
268.0	11.0
269.0	45.0
270.0	106.0
271.0	1.0
272.0	2.0
273.0	26.0
274.0	18.0
275.0	8.0
276.0	55.0
277.0	56.0
278.0	47.0
279.0	217.0
280.0	1.0
281.0	3.0
282.0	1.0
283.0	3.0
284.0	3.0
285.0	257.0
286.0	5.0
287.0	2.0
288.0	49.0
289.0	8.0
290.0	2.0
291.0	9.0
292.0	1.0
293.0	4.0
294.0	15.0
295.0	5.0
296.0	3.0
297.0	18.0
298.0	13.0
301.0	5.0
302.0	4.0
303.0	70.0
304.0	24.0
305.0	154.0
306.0	159.0
307.0	73.0
308.0	26.0
310.0	1.0
316.0	1.0
318.0	23.0
320.0	1.0
321.0	1.0
322.0	2.0
323.0	11.0
324.0	39.0
325.0	5.0
326.0	5.0
327.0	9.0
328.0	51.0
329.0	13.0
330.0	37.0
331.0	15.0
332.0	26.0
333.0	34.0
334.0	5.0
335.0	1.0
336.0	2.0
337.0	4.0
338.0	90.0
