#Coverage	Number of genomic locations
0.0	3.209259276E9
1.0	18470.0
2.0	16305.0
3.0	1564.0
4.0	6021.0
5.0	760.0
6.0	1647.0
7.0	831.0
8.0	1871.0
9.0	698.0
10.0	2266.0
11.0	1041.0
12.0	1778.0
13.0	556.0
14.0	1401.0
15.0	662.0
16.0	1174.0
17.0	471.0
18.0	1258.0
19.0	454.0
20.0	1243.0
21.0	902.0
22.0	1804.0
23.0	1198.0
24.0	2190.0
25.0	1187.0
26.0	1248.0
27.0	897.0
28.0	2240.0
29.0	961.0
30.0	1744.0
31.0	482.0
32.0	1203.0
33.0	1127.0
34.0	1367.0
35.0	1179.0
36.0	1480.0
37.0	564.0
38.0	648.0
39.0	851.0
40.0	1362.0
41.0	1038.0
42.0	1304.0
43.0	746.0
44.0	940.0
45.0	990.0
46.0	1740.0
47.0	681.0
48.0	2198.0
49.0	781.0
50.0	2401.0
51.0	800.0
52.0	1043.0
53.0	507.0
54.0	1314.0
55.0	783.0
56.0	1651.0
57.0	704.0
58.0	1269.0
59.0	611.0
60.0	1549.0
61.0	397.0
62.0	990.0
63.0	948.0
64.0	1125.0
65.0	540.0
66.0	1956.0
67.0	938.0
68.0	893.0
69.0	430.0
70.0	1714.0
71.0	715.0
72.0	1352.0
73.0	286.0
74.0	1151.0
75.0	537.0
76.0	1363.0
77.0	491.0
78.0	802.0
79.0	539.0
80.0	504.0
81.0	308.0
82.0	1627.0
83.0	255.0
84.0	728.0
85.0	737.0
86.0	693.0
87.0	559.0
88.0	1117.0
89.0	533.0
90.0	642.0
91.0	452.0
92.0	1074.0
93.0	481.0
94.0	1369.0
95.0	439.0
96.0	1526.0
97.0	719.0
98.0	1012.0
99.0	363.0
100.0	1150.0
101.0	583.0
102.0	787.0
103.0	926.0
104.0	983.0
105.0	627.0
106.0	1040.0
107.0	480.0
108.0	849.0
109.0	481.0
110.0	1078.0
111.0	439.0
112.0	595.0
113.0	391.0
114.0	604.0
115.0	676.0
116.0	791.0
117.0	577.0
118.0	887.0
119.0	902.0
120.0	791.0
121.0	560.0
122.0	356.0
123.0	352.0
124.0	526.0
125.0	426.0
126.0	365.0
127.0	304.0
128.0	565.0
129.0	307.0
130.0	423.0
131.0	343.0
132.0	677.0
133.0	346.0
134.0	277.0
135.0	344.0
136.0	98.0
137.0	268.0
138.0	741.0
139.0	406.0
140.0	319.0
141.0	500.0
142.0	369.0
143.0	170.0
144.0	683.0
145.0	234.0
146.0	624.0
147.0	650.0
148.0	371.0
149.0	82.0
150.0	200.0
151.0	66.0
152.0	156.0
153.0	119.0
154.0	428.0
155.0	107.0
156.0	364.0
157.0	234.0
158.0	238.0
159.0	152.0
160.0	276.0
161.0	241.0
162.0	360.0
163.0	176.0
164.0	664.0
165.0	88.0
166.0	236.0
167.0	80.0
168.0	13.0
169.0	157.0
170.0	270.0
171.0	114.0
172.0	306.0
173.0	175.0
174.0	678.0
175.0	192.0
176.0	418.0
177.0	209.0
178.0	71.0
179.0	55.0
180.0	276.0
181.0	97.0
182.0	138.0
183.0	96.0
184.0	185.0
185.0	246.0
186.0	208.0
187.0	307.0
188.0	92.0
189.0	48.0
190.0	104.0
191.0	146.0
192.0	122.0
193.0	352.0
194.0	79.0
195.0	200.0
