#Coverage (X)	Coverage
1.0	0.017643041681907334
2.0	0.011762920981354341
3.0	0.008906675407914122
4.0	0.008487850787005868
5.0	0.007592715201980127
6.0	0.007439885655372791
7.0	0.007018038717234276
8.0	0.006912506877398528
9.0	0.00660444862513998
10.0	0.006544251543786572
11.0	0.0063329074429390175
12.0	0.006273769730512413
13.0	0.006123027763848654
14.0	0.006070464370338868
15.0	0.005968359900563769
16.0	0.0059546192624253536
17.0	0.005889779652534344
18.0	0.005877752699433358
19.0	0.005814034774289212
20.0	0.00580141582089766
21.0	0.005737573264113394
22.0	0.0057138309369975104
23.0	0.0056503622751336025
24.0	0.005640422901976194
25.0	0.005593530248020784
26.0	0.005581534452829828
27.0	0.005550750438146679
28.0	0.005530902849727681
29.0	0.00550192599379784
30.0	0.005472699874587761
31.0	0.00545497102402237
32.0	0.005443224492097443
33.0	0.005439205121760438
34.0	0.005424934799165726
35.0	0.00540159752486602
36.0	0.0053772943553695995
37.0	0.005352679606787092
38.0	0.005339562126849273
39.0	0.005313981483070052
40.0	0.005307064427142905
41.0	0.005303263162176108
42.0	0.005295816421778454
43.0	0.005283758310767439
44.0	0.005275283359353011
45.0	0.005254656823197479
46.0	0.005245589871506695
47.0	0.005223249650313733
48.0	0.0052042121675413
49.0	0.005184271105392213
50.0	0.005173802047764298
51.0	0.005163364148046412
