#Coverage	Number of genomic locations
0.0	3.209214766E9
1.0	43695.0
2.0	21148.0
3.0	2552.0
4.0	8302.0
5.0	855.0
6.0	2895.0
7.0	1447.0
8.0	2868.0
9.0	105.0
10.0	1677.0
11.0	382.0
12.0	1669.0
13.0	802.0
14.0	906.0
15.0	514.0
16.0	473.0
17.0	262.0
18.0	590.0
19.0	117.0
20.0	1490.0
21.0	517.0
22.0	515.0
23.0	377.0
24.0	446.0
25.0	508.0
26.0	1029.0
27.0	275.0
28.0	567.0
29.0	402.0
30.0	643.0
31.0	103.0
32.0	115.0
33.0	3.0
34.0	576.0
35.0	59.0
36.0	773.0
37.0	265.0
38.0	134.0
39.0	474.0
40.0	452.0
41.0	339.0
42.0	962.0
43.0	737.0
44.0	766.0
45.0	227.0
46.0	224.0
47.0	218.0
48.0	172.0
49.0	42.0
50.0	512.0
51.0	328.0
52.0	1279.0
53.0	308.0
54.0	367.0
55.0	401.0
56.0	241.0
57.0	349.0
58.0	562.0
59.0	438.0
60.0	256.0
61.0	189.0
62.0	79.0
63.0	141.0
64.0	483.0
65.0	12.0
66.0	770.0
67.0	365.0
68.0	767.0
69.0	4.0
70.0	255.0
71.0	146.0
72.0	257.0
73.0	87.0
74.0	121.0
75.0	244.0
76.0	300.0
77.0	363.0
78.0	402.0
79.0	149.0
80.0	269.0
81.0	217.0
82.0	633.0
83.0	308.0
84.0	568.0
85.0	599.0
86.0	703.0
87.0	385.0
88.0	555.0
89.0	489.0
90.0	68.0
91.0	125.0
92.0	414.0
93.0	335.0
94.0	235.0
95.0	397.0
96.0	397.0
97.0	281.0
98.0	178.0
99.0	64.0
100.0	333.0
101.0	476.0
102.0	685.0
103.0	477.0
104.0	343.0
105.0	141.0
106.0	419.0
107.0	557.0
108.0	61.0
109.0	241.0
110.0	226.0
111.0	257.0
112.0	264.0
113.0	766.0
114.0	103.0
115.0	68.0
116.0	363.0
117.0	232.0
118.0	399.0
119.0	277.0
120.0	218.0
121.0	114.0
122.0	183.0
123.0	93.0
124.0	228.0
125.0	216.0
126.0	481.0
127.0	19.0
128.0	55.0
129.0	127.0
130.0	218.0
131.0	213.0
132.0	490.0
133.0	133.0
134.0	645.0
135.0	49.0
136.0	142.0
137.0	282.0
138.0	115.0
139.0	75.0
140.0	318.0
141.0	210.0
142.0	148.0
143.0	264.0
144.0	442.0
145.0	57.0
146.0	254.0
147.0	48.0
148.0	472.0
149.0	273.0
150.0	177.0
151.0	250.0
152.0	270.0
153.0	223.0
154.0	229.0
155.0	455.0
156.0	283.0
157.0	219.0
158.0	115.0
159.0	249.0
160.0	430.0
161.0	300.0
162.0	225.0
163.0	394.0
164.0	430.0
165.0	251.0
166.0	88.0
167.0	339.0
168.0	259.0
169.0	269.0
170.0	391.0
171.0	298.0
172.0	220.0
173.0	119.0
174.0	193.0
175.0	527.0
176.0	397.0
177.0	260.0
178.0	592.0
179.0	47.0
180.0	267.0
181.0	253.0
182.0	180.0
183.0	153.0
184.0	108.0
185.0	41.0
186.0	149.0
187.0	50.0
188.0	202.0
189.0	190.0
190.0	39.0
191.0	178.0
192.0	296.0
193.0	303.0
194.0	201.0
195.0	301.0
196.0	131.0
197.0	33.0
198.0	18.0
199.0	10.0
200.0	131.0
201.0	173.0
202.0	201.0
203.0	546.0
204.0	346.0
205.0	60.0
206.0	469.0
207.0	342.0
208.0	261.0
209.0	165.0
210.0	353.0
211.0	138.0
212.0	257.0
213.0	143.0
214.0	327.0
215.0	285.0
216.0	154.0
217.0	518.0
218.0	186.0
219.0	31.0
220.0	168.0
221.0	165.0
222.0	149.0
223.0	110.0
224.0	485.0
225.0	140.0
226.0	150.0
227.0	163.0
228.0	200.0
229.0	139.0
230.0	179.0
231.0	260.0
232.0	159.0
233.0	119.0
234.0	54.0
235.0	198.0
236.0	190.0
237.0	199.0
238.0	48.0
239.0	58.0
240.0	96.0
241.0	89.0
242.0	18.0
243.0	226.0
244.0	57.0
245.0	107.0
246.0	17.0
247.0	44.0
248.0	176.0
249.0	33.0
250.0	218.0
251.0	92.0
252.0	218.0
253.0	115.0
254.0	108.0
255.0	90.0
256.0	124.0
257.0	47.0
258.0	203.0
259.0	115.0
260.0	151.0
261.0	60.0
262.0	114.0
263.0	5.0
264.0	63.0
265.0	160.0
266.0	50.0
267.0	11.0
268.0	94.0
269.0	91.0
270.0	116.0
271.0	38.0
272.0	163.0
273.0	255.0
274.0	85.0
275.0	167.0
276.0	153.0
277.0	64.0
278.0	80.0
279.0	128.0
280.0	152.0
281.0	116.0
282.0	175.0
283.0	187.0
284.0	140.0
285.0	99.0
286.0	82.0
287.0	144.0
288.0	32.0
289.0	58.0
290.0	133.0
291.0	21.0
292.0	80.0
293.0	25.0
294.0	199.0
295.0	137.0
296.0	235.0
297.0	79.0
298.0	25.0
299.0	45.0
300.0	69.0
301.0	133.0
302.0	50.0
303.0	22.0
304.0	28.0
305.0	182.0
306.0	162.0
307.0	240.0
308.0	159.0
309.0	105.0
310.0	63.0
311.0	82.0
312.0	172.0
313.0	153.0
314.0	34.0
315.0	101.0
316.0	215.0
317.0	122.0
318.0	2.0
319.0	1.0
320.0	14.0
321.0	13.0
322.0	4.0
323.0	33.0
324.0	80.0
325.0	3.0
326.0	21.0
327.0	95.0
328.0	98.0
329.0	88.0
330.0	4.0
331.0	61.0
332.0	164.0
333.0	48.0
334.0	29.0
335.0	36.0
336.0	209.0
337.0	69.0
338.0	107.0
339.0	10.0
340.0	16.0
341.0	11.0
342.0	11.0
343.0	32.0
344.0	176.0
345.0	94.0
346.0	100.0
347.0	56.0
348.0	198.0
349.0	162.0
350.0	74.0
351.0	77.0
352.0	73.0
353.0	18.0
354.0	220.0
355.0	17.0
356.0	181.0
357.0	35.0
358.0	173.0
359.0	59.0
360.0	46.0
361.0	63.0
362.0	80.0
363.0	36.0
364.0	28.0
365.0	104.0
366.0	32.0
367.0	90.0
368.0	156.0
369.0	170.0
370.0	73.0
371.0	59.0
372.0	98.0
373.0	139.0
374.0	215.0
375.0	61.0
376.0	50.0
377.0	141.0
378.0	102.0
379.0	175.0
380.0	20.0
381.0	70.0
382.0	135.0
383.0	76.0
384.0	224.0
385.0	35.0
386.0	19.0
387.0	41.0
388.0	53.0
389.0	147.0
390.0	124.0
391.0	95.0
392.0	56.0
393.0	33.0
394.0	102.0
395.0	7.0
396.0	5.0
397.0	21.0
398.0	61.0
399.0	49.0
400.0	113.0
401.0	76.0
402.0	253.0
403.0	194.0
404.0	52.0
405.0	16.0
406.0	39.0
407.0	80.0
408.0	54.0
409.0	32.0
410.0	10.0
411.0	164.0
412.0	153.0
413.0	61.0
414.0	68.0
415.0	59.0
416.0	136.0
417.0	225.0
418.0	149.0
419.0	86.0
420.0	30.0
421.0	27.0
422.0	101.0
423.0	9.0
424.0	28.0
425.0	28.0
426.0	48.0
427.0	46.0
428.0	188.0
429.0	171.0
430.0	104.0
431.0	66.0
432.0	139.0
433.0	377.0
434.0	270.0
435.0	144.0
436.0	76.0
437.0	19.0
438.0	9.0
439.0	7.0
440.0	8.0
441.0	23.0
442.0	204.0
443.0	57.0
444.0	3.0
445.0	6.0
446.0	14.0
447.0	23.0
448.0	70.0
449.0	28.0
450.0	40.0
451.0	64.0
452.0	183.0
453.0	76.0
454.0	36.0
455.0	151.0
456.0	77.0
457.0	51.0
458.0	128.0
459.0	115.0
460.0	216.0
461.0	184.0
462.0	281.0
463.0	186.0
464.0	185.0
465.0	15.0
466.0	40.0
467.0	6.0
468.0	56.0
469.0	7.0
470.0	2.0
471.0	11.0
472.0	2.0
473.0	4.0
474.0	7.0
475.0	36.0
476.0	17.0
477.0	16.0
478.0	59.0
479.0	66.0
480.0	68.0
481.0	41.0
482.0	63.0
483.0	144.0
484.0	37.0
485.0	31.0
486.0	108.0
487.0	28.0
488.0	9.0
489.0	30.0
490.0	17.0
491.0	15.0
492.0	22.0
493.0	101.0
494.0	23.0
495.0	30.0
496.0	37.0
497.0	124.0
498.0	69.0
499.0	133.0
500.0	66.0
501.0	10.0
502.0	18.0
503.0	15.0
504.0	59.0
505.0	23.0
506.0	206.0
507.0	43.0
508.0	65.0
509.0	91.0
510.0	158.0
511.0	116.0
512.0	14.0
513.0	111.0
514.0	142.0
515.0	74.0
516.0	65.0
517.0	64.0
518.0	68.0
519.0	34.0
520.0	96.0
521.0	73.0
522.0	103.0
523.0	99.0
524.0	202.0
525.0	59.0
526.0	93.0
527.0	201.0
528.0	100.0
529.0	8.0
530.0	10.0
531.0	22.0
532.0	44.0
533.0	65.0
534.0	205.0
535.0	190.0
536.0	12.0
537.0	89.0
538.0	106.0
539.0	235.0
540.0	166.0
541.0	168.0
542.0	24.0
543.0	62.0
544.0	70.0
545.0	98.0
546.0	31.0
547.0	45.0
548.0	66.0
549.0	156.0
550.0	76.0
551.0	20.0
552.0	67.0
553.0	70.0
554.0	36.0
555.0	91.0
556.0	94.0
557.0	39.0
558.0	56.0
559.0	20.0
560.0	18.0
561.0	123.0
562.0	68.0
563.0	119.0
564.0	89.0
565.0	82.0
566.0	41.0
567.0	9.0
568.0	4.0
569.0	9.0
570.0	2.0
571.0	21.0
572.0	4.0
573.0	49.0
574.0	17.0
575.0	16.0
576.0	52.0
577.0	38.0
578.0	78.0
579.0	70.0
580.0	13.0
581.0	76.0
582.0	91.0
583.0	40.0
584.0	11.0
585.0	84.0
586.0	53.0
587.0	12.0
588.0	14.0
589.0	22.0
590.0	111.0
591.0	131.0
592.0	33.0
593.0	50.0
594.0	168.0
595.0	51.0
596.0	62.0
597.0	134.0
598.0	88.0
599.0	59.0
600.0	38.0
601.0	115.0
602.0	42.0
603.0	29.0
604.0	29.0
605.0	58.0
606.0	41.0
607.0	17.0
608.0	31.0
609.0	21.0
610.0	72.0
611.0	127.0
612.0	29.0
613.0	36.0
614.0	10.0
615.0	24.0
616.0	27.0
617.0	11.0
618.0	25.0
619.0	29.0
620.0	3.0
621.0	57.0
622.0	20.0
623.0	26.0
624.0	26.0
625.0	7.0
626.0	29.0
627.0	10.0
628.0	9.0
629.0	53.0
630.0	15.0
631.0	17.0
632.0	26.0
633.0	106.0
634.0	11.0
635.0	28.0
636.0	53.0
637.0	59.0
638.0	22.0
639.0	17.0
640.0	27.0
641.0	58.0
642.0	64.0
643.0	90.0
644.0	36.0
645.0	66.0
646.0	6.0
647.0	17.0
648.0	37.0
649.0	155.0
650.0	34.0
651.0	23.0
652.0	17.0
653.0	47.0
654.0	98.0
655.0	220.0
656.0	36.0
657.0	117.0
658.0	46.0
659.0	3.0
660.0	8.0
661.0	7.0
662.0	20.0
663.0	26.0
664.0	52.0
665.0	52.0
666.0	47.0
667.0	97.0
668.0	61.0
669.0	12.0
670.0	5.0
671.0	74.0
672.0	131.0
673.0	96.0
674.0	60.0
675.0	57.0
676.0	36.0
677.0	21.0
678.0	124.0
680.0	15.0
681.0	22.0
682.0	37.0
683.0	78.0
684.0	16.0
685.0	13.0
686.0	3.0
687.0	16.0
688.0	32.0
689.0	82.0
690.0	87.0
691.0	79.0
692.0	15.0
694.0	2.0
695.0	4.0
696.0	98.0
697.0	82.0
698.0	32.0
699.0	14.0
700.0	48.0
701.0	98.0
702.0	37.0
703.0	26.0
704.0	3.0
705.0	30.0
706.0	27.0
707.0	46.0
708.0	21.0
709.0	68.0
710.0	147.0
711.0	14.0
712.0	7.0
713.0	5.0
714.0	4.0
715.0	5.0
716.0	38.0
717.0	65.0
718.0	122.0
719.0	153.0
720.0	80.0
721.0	67.0
722.0	56.0
723.0	31.0
724.0	52.0
725.0	66.0
726.0	42.0
727.0	12.0
728.0	32.0
729.0	41.0
730.0	36.0
731.0	21.0
732.0	54.0
733.0	4.0
734.0	8.0
735.0	1.0
736.0	3.0
737.0	4.0
738.0	5.0
739.0	5.0
740.0	26.0
741.0	63.0
742.0	127.0
743.0	153.0
744.0	210.0
745.0	31.0
746.0	73.0
747.0	70.0
748.0	17.0
749.0	98.0
750.0	91.0
751.0	34.0
752.0	30.0
753.0	75.0
754.0	146.0
755.0	64.0
756.0	56.0
757.0	27.0
758.0	98.0
759.0	17.0
760.0	37.0
761.0	6.0
762.0	17.0
763.0	27.0
764.0	15.0
765.0	1.0
766.0	13.0
768.0	1.0
769.0	6.0
770.0	1.0
771.0	5.0
772.0	8.0
773.0	34.0
774.0	109.0
775.0	10.0
776.0	13.0
777.0	1.0
778.0	5.0
779.0	31.0
780.0	15.0
781.0	29.0
782.0	8.0
783.0	62.0
784.0	105.0
785.0	78.0
786.0	167.0
787.0	61.0
788.0	27.0
789.0	57.0
790.0	31.0
791.0	11.0
793.0	34.0
794.0	6.0
795.0	2.0
796.0	3.0
797.0	1.0
798.0	1.0
799.0	4.0
800.0	4.0
801.0	20.0
802.0	18.0
803.0	44.0
804.0	52.0
805.0	36.0
806.0	4.0
807.0	3.0
808.0	34.0
809.0	56.0
810.0	8.0
811.0	3.0
812.0	18.0
813.0	82.0
814.0	142.0
815.0	143.0
816.0	10.0
817.0	49.0
818.0	48.0
819.0	82.0
820.0	42.0
821.0	6.0
822.0	24.0
823.0	4.0
824.0	2.0
825.0	6.0
826.0	4.0
827.0	36.0
828.0	4.0
829.0	79.0
830.0	17.0
831.0	28.0
832.0	25.0
833.0	45.0
834.0	84.0
835.0	163.0
836.0	84.0
837.0	106.0
838.0	31.0
839.0	56.0
840.0	24.0
841.0	10.0
842.0	41.0
843.0	1.0
844.0	1.0
845.0	3.0
846.0	3.0
847.0	23.0
848.0	6.0
849.0	7.0
850.0	14.0
851.0	74.0
852.0	13.0
853.0	24.0
854.0	9.0
855.0	23.0
856.0	11.0
857.0	31.0
858.0	48.0
859.0	110.0
860.0	58.0
861.0	74.0
862.0	29.0
863.0	97.0
864.0	68.0
865.0	81.0
866.0	26.0
867.0	54.0
868.0	26.0
869.0	64.0
870.0	62.0
871.0	56.0
872.0	66.0
873.0	80.0
874.0	11.0
875.0	2.0
876.0	7.0
877.0	6.0
878.0	3.0
879.0	5.0
880.0	16.0
881.0	43.0
882.0	20.0
883.0	56.0
884.0	35.0
885.0	17.0
886.0	19.0
887.0	19.0
888.0	23.0
889.0	61.0
890.0	23.0
891.0	41.0
892.0	56.0
893.0	33.0
894.0	24.0
895.0	71.0
896.0	68.0
897.0	38.0
898.0	9.0
899.0	16.0
900.0	28.0
901.0	36.0
902.0	79.0
903.0	131.0
904.0	59.0
905.0	38.0
906.0	11.0
907.0	20.0
908.0	22.0
909.0	19.0
910.0	4.0
911.0	17.0
912.0	26.0
913.0	81.0
914.0	64.0
915.0	69.0
916.0	42.0
917.0	61.0
918.0	39.0
919.0	63.0
920.0	77.0
921.0	20.0
922.0	9.0
923.0	23.0
924.0	32.0
925.0	33.0
926.0	30.0
927.0	33.0
928.0	8.0
929.0	7.0
930.0	26.0
931.0	22.0
932.0	67.0
933.0	13.0
934.0	32.0
935.0	25.0
936.0	52.0
937.0	64.0
938.0	25.0
939.0	18.0
940.0	13.0
941.0	36.0
942.0	28.0
943.0	31.0
944.0	8.0
945.0	24.0
946.0	79.0
947.0	19.0
948.0	66.0
949.0	28.0
950.0	27.0
951.0	3.0
953.0	1.0
955.0	5.0
956.0	10.0
957.0	1.0
958.0	23.0
959.0	22.0
960.0	32.0
961.0	11.0
962.0	45.0
963.0	38.0
964.0	16.0
965.0	37.0
966.0	26.0
967.0	16.0
968.0	18.0
970.0	4.0
971.0	13.0
972.0	23.0
973.0	50.0
974.0	21.0
975.0	19.0
976.0	15.0
977.0	17.0
978.0	24.0
979.0	37.0
980.0	55.0
981.0	32.0
982.0	30.0
983.0	88.0
984.0	30.0
985.0	16.0
986.0	59.0
987.0	56.0
988.0	16.0
989.0	11.0
990.0	9.0
991.0	7.0
992.0	8.0
993.0	77.0
994.0	37.0
995.0	17.0
996.0	17.0
997.0	59.0
998.0	28.0
999.0	34.0
1000.0	29.0
1001.0	24.0
1002.0	80.0
1003.0	50.0
1004.0	66.0
1005.0	20.0
1006.0	6.0
1007.0	7.0
1008.0	15.0
1009.0	31.0
1010.0	30.0
1011.0	14.0
1012.0	89.0
1013.0	33.0
1014.0	15.0
1015.0	24.0
1016.0	21.0
1017.0	48.0
1018.0	52.0
1019.0	86.0
1020.0	87.0
1021.0	103.0
1022.0	173.0
1023.0	10.0
1024.0	9.0
1025.0	9.0
1026.0	17.0
1027.0	41.0
1028.0	75.0
1029.0	26.0
1030.0	46.0
1031.0	78.0
1032.0	90.0
1033.0	75.0
1034.0	118.0
1035.0	61.0
1036.0	82.0
1037.0	108.0
1038.0	128.0
1039.0	81.0
1040.0	70.0
1041.0	87.0
1042.0	140.0
1043.0	31.0
1044.0	13.0
1045.0	16.0
1046.0	9.0
1047.0	32.0
1048.0	20.0
1049.0	9.0
1050.0	7.0
1051.0	7.0
1052.0	11.0
1053.0	26.0
1054.0	54.0
1055.0	107.0
1056.0	44.0
1057.0	40.0
1058.0	29.0
1059.0	53.0
1060.0	38.0
1061.0	48.0
1062.0	12.0
1063.0	10.0
1064.0	26.0
1065.0	90.0
1066.0	117.0
1067.0	66.0
1068.0	78.0
1069.0	45.0
1070.0	42.0
1071.0	28.0
1072.0	8.0
1073.0	16.0
1074.0	82.0
1075.0	62.0
1076.0	41.0
1077.0	22.0
1078.0	13.0
1079.0	11.0
1080.0	11.0
1083.0	3.0
1084.0	1.0
1086.0	1.0
1090.0	1.0
1091.0	1.0
1093.0	3.0
1095.0	9.0
1096.0	18.0
1097.0	21.0
1098.0	31.0
1099.0	51.0
1100.0	12.0
1101.0	7.0
1102.0	3.0
1104.0	4.0
1105.0	9.0
1106.0	82.0
1107.0	60.0
1108.0	35.0
1109.0	71.0
1110.0	18.0
1111.0	26.0
1112.0	73.0
1113.0	30.0
1114.0	12.0
1115.0	20.0
1116.0	50.0
1117.0	25.0
1118.0	18.0
1119.0	4.0
1120.0	8.0
1121.0	6.0
1122.0	12.0
1123.0	28.0
1124.0	47.0
1125.0	73.0
1126.0	43.0
1127.0	58.0
1128.0	5.0
1129.0	5.0
1130.0	15.0
1131.0	16.0
1132.0	1.0
1133.0	20.0
1134.0	8.0
1135.0	7.0
1136.0	15.0
1137.0	48.0
1139.0	8.0
1140.0	19.0
1141.0	5.0
1143.0	3.0
1144.0	4.0
1146.0	11.0
1147.0	19.0
1148.0	13.0
1149.0	21.0
1150.0	20.0
1151.0	8.0
1152.0	27.0
1153.0	27.0
1154.0	11.0
1155.0	6.0
1156.0	14.0
1157.0	55.0
1158.0	3.0
1159.0	31.0
1160.0	19.0
1161.0	58.0
1162.0	82.0
1163.0	44.0
1164.0	24.0
1165.0	102.0
1166.0	38.0
1167.0	71.0
1168.0	24.0
1169.0	22.0
1170.0	39.0
1171.0	59.0
1172.0	36.0
1173.0	73.0
1174.0	54.0
1175.0	54.0
1176.0	3.0
1177.0	20.0
1178.0	4.0
1179.0	2.0
1180.0	7.0
1181.0	14.0
1182.0	13.0
1183.0	11.0
1184.0	16.0
1185.0	5.0
1186.0	20.0
1187.0	13.0
1188.0	7.0
1189.0	17.0
1190.0	70.0
1191.0	60.0
1192.0	48.0
1193.0	5.0
1194.0	1.0
1195.0	5.0
1196.0	5.0
1197.0	8.0
1198.0	17.0
1199.0	12.0
1200.0	32.0
1201.0	43.0
1202.0	149.0
1203.0	4.0
1204.0	16.0
1206.0	6.0
1207.0	11.0
1208.0	9.0
1209.0	3.0
1210.0	18.0
1211.0	3.0
1212.0	29.0
1213.0	23.0
1214.0	14.0
1215.0	8.0
1216.0	5.0
1217.0	6.0
1218.0	10.0
1219.0	19.0
1220.0	22.0
1221.0	30.0
1222.0	30.0
1223.0	6.0
1224.0	48.0
1225.0	21.0
1226.0	21.0
1227.0	14.0
1228.0	47.0
1229.0	11.0
1230.0	65.0
1231.0	17.0
1232.0	10.0
1233.0	20.0
1234.0	41.0
1235.0	23.0
1236.0	31.0
1237.0	1.0
1238.0	4.0
1239.0	10.0
1240.0	15.0
1241.0	14.0
1242.0	17.0
1243.0	20.0
1244.0	6.0
1245.0	16.0
1246.0	20.0
1247.0	22.0
1248.0	18.0
1249.0	9.0
1250.0	5.0
1251.0	13.0
1252.0	11.0
1253.0	18.0
1254.0	10.0
1255.0	17.0
1256.0	66.0
1257.0	11.0
1258.0	39.0
1259.0	20.0
1260.0	54.0
1261.0	55.0
1262.0	159.0
1263.0	44.0
1264.0	54.0
1265.0	53.0
1266.0	52.0
1267.0	15.0
1268.0	42.0
1269.0	38.0
1270.0	65.0
1271.0	40.0
1272.0	40.0
1273.0	45.0
1274.0	46.0
1275.0	41.0
1276.0	52.0
1277.0	8.0
1280.0	6.0
1281.0	2.0
1282.0	12.0
1283.0	32.0
1284.0	45.0
1285.0	7.0
1286.0	8.0
1287.0	8.0
1288.0	36.0
1289.0	82.0
1290.0	22.0
1291.0	72.0
1292.0	116.0
1293.0	116.0
1294.0	4.0
1296.0	2.0
1297.0	1.0
1298.0	12.0
1299.0	15.0
1300.0	12.0
1301.0	6.0
1302.0	2.0
1303.0	1.0
1304.0	3.0
1305.0	7.0
1306.0	5.0
1307.0	5.0
1308.0	3.0
1309.0	3.0
1310.0	1.0
1311.0	47.0
1312.0	49.0
1313.0	1.0
1314.0	4.0
1315.0	23.0
1316.0	18.0
1317.0	18.0
1318.0	17.0
1319.0	23.0
1320.0	10.0
1321.0	8.0
1322.0	8.0
1323.0	6.0
1324.0	11.0
1325.0	24.0
1326.0	19.0
1327.0	3.0
1328.0	2.0
