#Mapping quality	mapping quality
0.0	81369.0
1.0	1954.0
2.0	2376.0
3.0	4428.0
4.0	1772.0
5.0	3122.0
6.0	1624.0
7.0	1694.0
8.0	973.0
9.0	1221.0
10.0	879.0
11.0	886.0
12.0	753.0
13.0	1476.0
14.0	904.0
15.0	544.0
16.0	704.0
17.0	1309.0
18.0	576.0
19.0	419.0
20.0	392.0
21.0	239.0
22.0	202.0
23.0	458.0
24.0	1086.0
25.0	441.0
26.0	779.0
27.0	129.0
28.0	895.0
29.0	55.0
30.0	652.0
31.0	396.0
32.0	366.0
33.0	399.0
34.0	387.0
35.0	290.0
36.0	432.0
37.0	190.0
38.0	429.0
39.0	371.0
40.0	1286.0
41.0	343.0
42.0	930.0
43.0	369.0
44.0	372.0
45.0	2242.0
46.0	535.0
47.0	658.0
48.0	1086.0
49.0	291.0
50.0	764.0
51.0	546.0
52.0	565.0
53.0	879.0
54.0	522.0
55.0	826.0
56.0	1010.0
57.0	967.0
58.0	2730.0
59.0	82911.0
60.0	381728.0
