#Position (bp)	insert size
4011823.0	8786.78661179034
1.2035468E7	17629.739115183937
2.0059113E7	20248.790038469328
2.8082758E7	270.46666666666664
3.6106403E7	238.0
4.4130048E7	227.0
5.2153693E7	170.6
6.0177338E7	0.0
6.8200983E7	100.0
7.6224628E7	0.0
8.4248273E7	289.110992529349
9.2271918E7	0.0
1.00295563E8	0.0
1.08319208E8	583.25
1.16342853E8	0.0
1.24366498E8	0.0
1.32390143E8	0.0
1.40413788E8	232.6457677065339
1.48437433E8	232.45607613469986
1.56461078E8	0.0
1.64484723E8	291.25859781046114
1.72508368E8	0.0
1.80532013E8	0.0
1.88555658E8	88.0
1.96579303E8	0.0
2.04602948E8	156.6
2.12626593E8	0.0
2.20650238E8	286.0
2.28673883E8	199.0
2.36697528E8	0.0
2.44721173E8	243.0
2.48844709E8	0.0
2.528565315E8	2.7752418666666668E7
2.60768463E8	294.3333333333333
2.68792108E8	220.0
2.76815753E8	0.0
2.84839398E8	6.479029584536082E7
2.92863043E8	0.0
3.00886688E8	282.0
3.08910333E8	0.0
3.16933978E8	224.0
3.24957623E8	186.4
3.32981268E8	0.0
3.41004913E8	309.4815599211276
3.49028558E8	322.3333333333333
3.57052203E8	316.6666666666667
3.65075848E8	303.2857142857143
3.73099493E8	18912.24249888043
3.81123138E8	291.6666666666667
3.89146783E8	0.0
3.97170428E8	0.0
4.05194073E8	221.0
4.13217718E8	253.0
4.21241363E8	546.75
4.29265008E8	0.0
4.37288653E8	0.0
4.45312298E8	0.0
4.53335943E8	0.0
4.61359588E8	0.0
4.69383233E8	201.8
4.77406878E8	211.4
4.85430523E8	246.7
4.902961485E8	342.0
4.94307971E8	0.0
5.01477813E8	203.38888888888889
5.09501458E8	0.0
5.17525103E8	0.0
5.25548748E8	0.0
5.33572393E8	287.5
5.41596038E8	331.60783602394343
5.49619683E8	270.5
5.57643328E8	194.0
5.65666973E8	370.0
5.73690618E8	0.0
5.81714263E8	0.0
5.89737908E8	0.0
5.97761553E8	0.0
6.05785198E8	425.3333333333333
6.13808843E8	0.0
6.21832488E8	290.1573638197714
6.29856133E8	211.66666666666666
6.37879778E8	0.0
6.45903423E8	5048.188948558508
6.53927068E8	0.0
6.61950713E8	0.0
6.69974358E8	0.0
6.77998003E8	455.0
6.85727668E8	246.91666666666666
6.897394905E8	0.0
6.94045293E8	6464.321147772327
7.02068938E8	292.0
7.10092583E8	0.0
7.18116228E8	0.0
7.26139873E8	0.0
7.34163518E8	0.0
7.42187163E8	169.5
7.50210808E8	0.0
7.58234453E8	0.0
7.66258098E8	164.0
7.74281743E8	0.0
7.82305388E8	0.0
7.90329033E8	203.0
7.98352678E8	0.0
8.06376323E8	0.0
8.14399968E8	0.0
8.22423613E8	0.0
8.30447258E8	0.0
8.38470903E8	149.71428571428572
8.46494548E8	121.5
8.54518193E8	0.0
8.62541838E8	261.0
8.70565483E8	331.0
8.771186855E8	263.5
8.81130508E8	265.22222222222223
8.86612773E8	334.11827603224214
8.94636418E8	257.75
9.02660063E8	0.0
9.10683708E8	0.0
9.18707353E8	0.0
9.26730998E8	393.0
9.34754643E8	282.57894736842104
9.42778288E8	344.5
9.50801933E8	0.0
9.58825578E8	97.0
9.66849223E8	0.0
9.74872868E8	542.0
9.82896513E8	0.0
9.90920158E8	264.0
9.98943803E8	199.0
1.006967448E9	0.0
1.014991093E9	308.25
1.023014738E9	249.0
1.031038383E9	638.0
1.039062028E9	432.0
1.047085673E9	318.0
1.055109318E9	328.2857142857143
1.0601597325E9	0.0
1.064171555E9	0.0
1.071156608E9	350.0
1.079180253E9	278.6666666666667
1.087203898E9	4757.904870290134
1.095227543E9	245.42857142857142
1.103251188E9	217.25
1.111274833E9	169.0
1.119298478E9	0.0
1.127322123E9	260.0
1.135345768E9	0.0
1.143369413E9	0.0
1.151393058E9	0.0
1.159416703E9	0.0
1.167440348E9	0.0
1.175463993E9	0.0
1.183487638E9	153.0
1.191511283E9	292.0
1.199534928E9	289.67077315208155
1.207558573E9	793.2817943177039
1.215582218E9	0.0
1.223605863E9	226.0
1.2298109945E9	126.375
1.233822817E9	294.5
