#Mapping quality	mapping quality
0.0	130912.0
1.0	3957.0
2.0	3339.0
3.0	6753.0
4.0	2347.0
5.0	3131.0
6.0	2911.0
7.0	1325.0
8.0	1805.0
9.0	1397.0
10.0	1543.0
11.0	724.0
12.0	2067.0
13.0	1557.0
14.0	1225.0
15.0	1360.0
16.0	861.0
17.0	1606.0
18.0	1218.0
19.0	628.0
20.0	580.0
21.0	887.0
22.0	400.0
23.0	889.0
24.0	872.0
25.0	2186.0
26.0	1641.0
27.0	1047.0
28.0	635.0
29.0	605.0
30.0	617.0
31.0	528.0
32.0	443.0
33.0	462.0
34.0	404.0
35.0	637.0
36.0	553.0
37.0	658.0
38.0	429.0
39.0	343.0
40.0	957.0
41.0	648.0
42.0	1354.0
43.0	982.0
44.0	523.0
45.0	2723.0
46.0	1543.0
47.0	749.0
48.0	869.0
49.0	299.0
50.0	454.0
51.0	1844.0
52.0	537.0
53.0	963.0
54.0	713.0
55.0	698.0
56.0	929.0
57.0	1385.0
58.0	2075.0
59.0	105956.0
60.0	558730.0
