#Mapping quality	mapping quality
0.0	287040.0
1.0	11641.0
2.0	8538.0
3.0	12617.0
4.0	5109.0
5.0	7568.0
6.0	6885.0
7.0	4070.0
8.0	3722.0
9.0	3658.0
10.0	3391.0
11.0	2522.0
12.0	3431.0
13.0	3024.0
14.0	2679.0
15.0	1481.0
16.0	2183.0
17.0	2843.0
18.0	1892.0
19.0	1326.0
20.0	1790.0
21.0	1108.0
22.0	1615.0
23.0	907.0
24.0	2782.0
25.0	1442.0
26.0	1582.0
27.0	1322.0
28.0	1262.0
29.0	1179.0
30.0	1851.0
31.0	1253.0
32.0	604.0
33.0	1301.0
34.0	882.0
35.0	457.0
36.0	1078.0
37.0	403.0
38.0	971.0
39.0	897.0
40.0	2391.0
41.0	1295.0
42.0	1573.0
43.0	1309.0
44.0	1323.0
45.0	3250.0
46.0	810.0
47.0	1668.0
48.0	1761.0
49.0	1133.0
50.0	1803.0
51.0	1262.0
52.0	970.0
53.0	1046.0
54.0	2105.0
55.0	1229.0
56.0	3078.0
57.0	2457.0
58.0	4248.0
59.0	127886.0
60.0	746815.0
