#Coverage	Number of genomic locations
0.0	3.209048786E9
1.0	112908.0
2.0	62876.0
3.0	7697.0
4.0	18787.0
5.0	4050.0
6.0	11664.0
7.0	1276.0
8.0	4729.0
9.0	840.0
10.0	4302.0
11.0	1516.0
12.0	2607.0
13.0	803.0
14.0	1882.0
15.0	727.0
16.0	974.0
17.0	687.0
18.0	2139.0
19.0	298.0
20.0	806.0
21.0	987.0
22.0	989.0
23.0	143.0
24.0	1215.0
25.0	283.0
26.0	815.0
27.0	446.0
28.0	337.0
29.0	717.0
30.0	497.0
31.0	174.0
32.0	840.0
33.0	373.0
34.0	729.0
35.0	34.0
36.0	232.0
37.0	350.0
38.0	78.0
39.0	10.0
40.0	621.0
41.0	124.0
42.0	476.0
43.0	35.0
44.0	222.0
45.0	42.0
46.0	65.0
47.0	8.0
48.0	46.0
49.0	98.0
50.0	227.0
51.0	107.0
52.0	208.0
53.0	55.0
54.0	509.0
55.0	37.0
56.0	310.0
57.0	285.0
58.0	274.0
59.0	189.0
60.0	75.0
61.0	217.0
62.0	138.0
63.0	362.0
64.0	242.0
65.0	1.0
66.0	7.0
67.0	274.0
68.0	24.0
69.0	19.0
70.0	98.0
71.0	4.0
72.0	139.0
73.0	246.0
74.0	139.0
75.0	125.0
76.0	37.0
77.0	25.0
78.0	5.0
80.0	139.0
82.0	1.0
83.0	2.0
87.0	6.0
88.0	6.0
89.0	144.0
90.0	340.0
91.0	32.0
92.0	16.0
93.0	11.0
94.0	1.0
95.0	4.0
96.0	107.0
97.0	27.0
98.0	123.0
99.0	150.0
100.0	46.0
101.0	28.0
102.0	29.0
103.0	56.0
104.0	76.0
105.0	54.0
106.0	301.0
107.0	49.0
108.0	1.0
109.0	1.0
110.0	65.0
111.0	23.0
112.0	75.0
113.0	4.0
114.0	68.0
115.0	2.0
116.0	6.0
117.0	98.0
118.0	81.0
119.0	75.0
121.0	8.0
122.0	2.0
123.0	20.0
124.0	99.0
125.0	224.0
126.0	231.0
127.0	83.0
