#Mapping quality	mapping quality
0.0	29997.0
1.0	639.0
2.0	509.0
3.0	3396.0
4.0	399.0
5.0	1620.0
6.0	399.0
7.0	578.0
8.0	298.0
9.0	676.0
10.0	205.0
11.0	223.0
12.0	265.0
13.0	288.0
14.0	300.0
15.0	348.0
16.0	511.0
17.0	698.0
18.0	227.0
19.0	200.0
20.0	468.0
21.0	123.0
22.0	30.0
23.0	212.0
24.0	104.0
25.0	329.0
26.0	84.0
27.0	736.0
28.0	241.0
29.0	39.0
30.0	474.0
31.0	93.0
32.0	50.0
33.0	151.0
34.0	105.0
35.0	103.0
37.0	39.0
38.0	3.0
39.0	120.0
40.0	615.0
41.0	371.0
42.0	664.0
43.0	249.0
44.0	47.0
45.0	2245.0
46.0	312.0
47.0	138.0
48.0	36.0
49.0	53.0
50.0	168.0
51.0	2.0
52.0	1.0
53.0	336.0
54.0	222.0
55.0	267.0
56.0	555.0
57.0	906.0
58.0	835.0
59.0	33871.0
60.0	155501.0
