#Mapping quality	mapping quality
0.0	131026.0
1.0	4069.0
2.0	4048.0
3.0	5925.0
4.0	3322.0
5.0	4524.0
6.0	2435.0
7.0	2457.0
8.0	2076.0
9.0	1381.0
10.0	1369.0
11.0	1357.0
12.0	1156.0
13.0	844.0
14.0	1423.0
15.0	930.0
16.0	1176.0
17.0	1114.0
18.0	835.0
19.0	234.0
20.0	832.0
21.0	851.0
22.0	1150.0
23.0	921.0
24.0	601.0
25.0	1578.0
26.0	892.0
27.0	506.0
28.0	588.0
29.0	404.0
30.0	1099.0
31.0	502.0
32.0	274.0
33.0	416.0
34.0	359.0
35.0	655.0
36.0	271.0
37.0	395.0
38.0	217.0
39.0	693.0
40.0	1477.0
41.0	1085.0
42.0	907.0
43.0	647.0
44.0	909.0
45.0	2956.0
46.0	760.0
47.0	962.0
48.0	386.0
49.0	135.0
50.0	779.0
51.0	385.0
52.0	359.0
53.0	698.0
54.0	989.0
55.0	1012.0
56.0	1105.0
57.0	1833.0
58.0	3140.0
59.0	104368.0
60.0	372816.0
