#Position (bp)	insert size
4011823.0	17501.451134423838
1.2035468E7	9928.175758870819
2.0059113E7	3240.646743332045
2.8082758E7	202.35185185185185
3.6106403E7	181.35714285714286
4.4130048E7	187.07407407407408
5.2153693E7	188.52
6.0177338E7	207.6315789473684
6.8200983E7	100.0
7.6224628E7	263.0
8.4248273E7	17192.431052412645
9.2271918E7	210.33333333333334
1.00295563E8	1.635567157142857E7
1.08319208E8	190.61111111111111
1.16342853E8	1.53090034E7
1.24366498E8	0.0
1.32390143E8	0.0
1.40413788E8	246.15366861233295
1.48437433E8	231.95688103965344
1.56461078E8	278.7142857142857
1.64484723E8	1891.4358155797338
1.72508368E8	318.5
1.80532013E8	179.23076923076923
1.88555658E8	88.0
1.96579303E8	380.0
2.04602948E8	234.875
2.12626593E8	290.0
2.20650238E8	210.5
2.28673883E8	191.1904761904762
2.36697528E8	257.5
2.44721173E8	0.0
2.48844709E8	0.0
2.528565315E8	309.06666666666666
2.60768463E8	6820750.947368421
2.68792108E8	247.44444444444446
2.76815753E8	2110091.2666666666
2.84839398E8	6.307211088657845E7
2.92863043E8	356.75
3.00886688E8	323.0
3.08910333E8	324.6666666666667
3.16933978E8	195.0
3.24957623E8	244.02857142857144
3.32981268E8	543064.0
3.41004913E8	1102.4547795179665
3.49028558E8	283.8333333333333
3.57052203E8	248.0
3.65075848E8	275.55
3.73099493E8	1338.0188837329208
3.81123138E8	215.38888888888889
3.89146783E8	167.0
3.97170428E8	225.8
4.05194073E8	240.0
4.13217718E8	263.0
4.21241363E8	537.52
4.29265008E8	297.0
4.37288653E8	150.0
4.45312298E8	0.0
4.53335943E8	252.0
4.61359588E8	247.33333333333334
4.69383233E8	200.825
4.77406878E8	212.125
4.85430523E8	240.27586206896552
4.902961485E8	339.5263157894737
4.94307971E8	182.5
5.01477813E8	280.64
5.09501458E8	214.8
5.17525103E8	0.0
5.25548748E8	244.75
5.33572393E8	184.71428571428572
5.41596038E8	1440.8442948648355
5.49619683E8	1.19989576E7
5.57643328E8	215.28571428571428
5.65666973E8	328.0
5.73690618E8	90.5
5.81714263E8	256.5
5.89737908E8	137.0
5.97761553E8	414.5
6.05785198E8	250.0
6.13808843E8	253.5
6.21832488E8	2132.288734078814
6.29856133E8	241.1
6.37879778E8	174.66666666666666
6.45903423E8	2973.1896364861304
6.53927068E8	191.66666666666666
6.61950713E8	623.0
6.69974358E8	330.5
6.77998003E8	167.66666666666666
6.85727668E8	224.955223880597
6.897394905E8	0.0
6.94045293E8	10036.407975535049
7.02068938E8	277.0
7.10092583E8	489.0
7.18116228E8	314.875
7.26139873E8	0.0
7.34163518E8	133.0
7.42187163E8	245.5
7.50210808E8	337.0
7.58234453E8	250.75
