#Coverage (X)	Coverage
1.0	0.03077148920957029
2.0	0.01818294593952885
3.0	0.012050446171173235
4.0	0.011124028044903866
5.0	0.009362796046602284
6.0	0.008968648490110809
7.0	0.008250770252828943
8.0	0.008097660285031338
9.0	0.007611129526551963
10.0	0.007511953900277035
11.0	0.007125066136723035
12.0	0.007049321258477903
13.0	0.006816166620907893
14.0	0.006746185955933015
15.0	0.006548675966953965
16.0	0.006503278892665776
17.0	0.006400083896053843
18.0	0.006360762614136206
19.0	0.006255480037580696
20.0	0.006236224449438055
21.0	0.0061139608121436595
22.0	0.006091122064404431
23.0	0.006057533837847018
24.0	0.006040085408471896
25.0	0.005998364967510383
26.0	0.0059745603245744405
27.0	0.005933836936719672
28.0	0.005916980507620906
29.0	0.005856689952537408
30.0	0.005851455423723451
31.0	0.005832075203954901
32.0	0.005815062985305985
33.0	0.005779729915815324
34.0	0.005769541279377677
35.0	0.0057433374773978585
36.0	0.0057295345234393835
37.0	0.00569283050592162
38.0	0.005687346713827424
39.0	0.005670459126818628
40.0	0.005659740805910474
41.0	0.005640080164951655
42.0	0.0056352195310580555
43.0	0.00562001447117666
44.0	0.005610324361285279
45.0	0.0056093273081785355
46.0	0.005600945830494197
47.0	0.005552526438975747
48.0	0.005539315485307839
49.0	0.005525107478533187
50.0	0.0055121146302212765
51.0	0.00550345273134667
